Latitude,Longitude,PTrain_RFL
21.7,74.03,7.73
26.28,79.29,5.78
25.93,90.77,81.99
27.79,79.31,8.23
29.28,78.12,11.02
25.97,85.12,36.73
28.19,74.69,6.84
26.13,89.47,71.65
10.03,76.3,44.92
11.22,76.15,36.13
13.07,80.26,22.94
17.58,78.54,13.88
13.25,80.33,21.89
13.13,80.25,22.63
8.18,77.63,67.15
26.75,82.08,19.8
25.93,80.83,9.68
30.92,74.67,13.39
26.3,87.27,53.96
22.37,88.78,57.65
16.28,78.68,17.5
30.72,76.77,14.27
26.35,79.23,5.79
25.77,75.63,2.45
24.18,92.02,86.19
11.18,75.85,34.07
17.84,78.12,14.14
15.42,75.63,23.27
27.33,88.62,90.62
16.53,80.8,10.91
24.75,84.95,29.37
25.4,83.55,24.44
22.77,83.97,18.49
27.13,81.97,20.01
21.47,80.2,7.93
19.27,84.88,24.49
26.75,83.37,28.79
17.35,76.85,19.6
34.05,74.4,85.16
24.65,77.32,1.86
28.42,77.0,8.34
26.1,91.58,90.92
26.23,78.25,4.79
15.42,75.62,23.38
27.23,79.28,7.07
33.89,74.29,72.35
24.05,76.45,1.41
25.58,76.3,2.91
15.73,75.98,22.57
16.27,76.83,22.69
23.52,74.0,0.96
20.1,84.57,21.63
9.92,77.53,56.75
34.16,74.57,64.45
30.65,78.85,47.01
27.85,78.47,7.9
14.55,78.73,20.57
29.9,78.68,25.7
26.01,79.38,5.4
32.79,74.77,20.54
29.97,78.53,20.07
26.7,94.12,122.83
17.61,78.47,13.89
27.72,79.65,8.09
22.77,87.8,51.14
23.28,84.55,23.15
20.88,73.72,2.15
28.3,75.71,7.36
22.9,88.16,53.49
20.13,78.32,11.68
29.85,77.05,11.94
25.22,87.17,48.02
23.95,87.1,43.7
22.7,70.65,0.55
27.22,73.47,5.0
30.72,75.98,13.77
32.98,74.41,24.44
28.36,74.9,7.32
27.7,79.57,8.09
20.67,79.13,9.67
22.25,88.5,55.73
33.26,74.14,37.42
27.32,84.32,37.83
23.27,87.97,51.63
31.52,76.02,16.47
27.98,72.25,8.4
24.9,72.83,1.85
20.72,70.99,-0.58
34.08,74.57,65.13
14.97,78.25,21.15
34.1,74.58,64.3
21.92,85.37,30.2
22.02,69.92,1.78
22.26,88.97,59.13
22.86,88.04,52.81
16.75,77.3,20.35
25.73,75.54,2.33
19.92,77.05,9.64
25.93,85.33,37.96
18.17,73.3,1.74
21.33,69.9,0.15
16.72,75.43,18.33
17.21,78.9,12.66
14.83,76.63,27.06
25.96,75.59,2.77
12.84,80.06,24.99
25.6,85.2,35.38
18.98,84.02,22.52
20.37,83.37,14.83
17.63,80.93,10.64
22.55,72.22,0.11
20.28,84.7,22.78
14.98,74.92,21.5
15.17,77.38,26.16
16.28,76.62,21.98
24.67,84.77,28.02
30.64,76.81,14.06
30.1,79.97,49.29
28.07,94.57,141.86
24.67,75.6,1.1
18.02,79.57,11.11
27.38,80.17,7.48
17.82,73.1,1.59
13.0,76.15,41.03
28.08,96.5,168.43
23.98,85.37,29.78
29.17,75.73,9.68
14.28,74.45,13.09
22.77,77.77,3.55
10.58,92.55,84.41
17.45,78.47,14.06
9.5,76.63,53.19
15.8,76.98,24.75
15.02,75.95,23.92
30.03,77.89,27.55
28.18,75.39,6.94
34.28,74.2,81.06
13.0,75.7,42.13
33.39,74.23,47.41
27.65,79.95,7.99
15.43,75.8,23.19
26.86,79.06,6.62
31.03,78.73,51.37
22.57,75.82,2.09
34.53,75.13,113.05
24.6,87.08,44.19
17.55,75.9,15.5
22.62,86.13,34.31
23.67,84.95,25.64
26.39,79.48,6.23
26.53,75.87,3.63
13.95,76.62,31.3
29.93,78.52,19.97
26.0,92.87,102.74
14.03,75.68,28.01
13.54,77.3,35.87
27.57,93.85,140.44
12.82,77.03,38.75
13.23,77.12,37.43
16.47,76.53,21.16
34.3,74.25,73.75
28.78,95.88,166.47
24.53,84.02,23.04
30.17,76.54,12.57
27.68,76.45,5.95
25.05,84.63,29.13
27.6,78.05,7.19
26.27,91.37,90.54
23.83,73.03,1.06
24.77,93.9,103.95
22.72,75.8,1.88
17.69,78.87,12.66
27.16,79.27,6.93
29.84,78.75,33.17
24.68,74.13,0.97
27.68,74.07,5.76
11.57,75.6,30.31
11.77,79.38,33.46
27.24,79.44,7.15
34.65,76.02,141.46
30.1,77.75,12.94
20.13,85.15,25.35
24.28,85.17,28.0
27.33,82.7,26.17
23.2,79.95,4.76
19.08,82.03,13.63
26.82,75.8,3.92
26.9,70.92,6.63
21.05,75.57,3.99
25.35,72.62,3.04
26.53,88.72,67.17
32.67,74.83,20.28
22.82,86.18,34.76
22.82,86.18,34.73
22.88,84.13,21.39
25.08,73.08,1.87
18.2,75.2,12.08
24.53,76.17,1.55
25.45,78.58,3.83
21.92,84.08,17.79
26.3,73.02,4.02
30.55,79.57,46.79
33.19,74.15,30.68
14.53,76.35,28.28
22.23,85.65,31.3
25.48,84.42,29.74
25.05,84.08,25.85
26.2,73.94,2.98
28.88,74.07,8.62
26.72,89.88,77.35
21.73,75.15,2.33
22.47,70.07,0.29
26.1,92.73,102.45
26.38,79.19,5.85
24.92,86.22,39.19
17.61,78.88,12.74
25.55,82.32,18.1
23.63,75.13,1.03
28.05,94.18,137.19
30.64,76.05,13.61
30.8,75.82,13.91
29.28,77.42,10.63
33.98,74.27,82.55
28.06,75.28,6.58
25.1,78.8,3.42
33.78,74.07,44.4
26.21,73.07,4.0
33.34,74.21,39.29
32.6,74.87,19.68
24.43,85.52,30.69
23.1,74.15,0.98
22.17,86.63,39.33
30.03,77.83,12.81
17.74,78.47,13.62
28.33,75.68,7.44
16.33,74.78,18.88
16.43,74.68,18.2
25.38,74.3,1.35
29.8,78.65,18.79
22.52,85.63,31.74
26.13,87.62,55.76
20.78,85.72,27.86
20.82,75.97,5.14
21.85,87.92,51.16
10.95,78.08,47.67
24.32,92.0,86.33
16.95,82.23,13.3
27.07,88.47,74.04
18.33,84.13,19.79
11.73,78.97,36.4
32.4,78.25,79.68
20.27,81.48,9.45
22.67,76.73,2.43
11.83,75.33,28.47
26.43,80.37,6.72
8.08,77.5,68.43
31.33,75.33,15.11
10.92,79.83,38.99
10.07,78.8,49.0
29.7,77.03,11.5
14.78,74.13,10.47
33.0,74.9,38.77
21.62,85.58,30.67
21.32,70.32,0.89
24.98,79.92,4.22
17.25,80.15,10.76
21.83,76.37,3.44
21.82,75.62,2.58
27.9,80.8,12.01
22.08,82.15,10.16
9.95,76.27,45.52
10.23,77.47,82.18
12.95,78.3,38.35
16.7,74.23,16.07
22.53,88.33,54.97
22.65,88.45,55.24
7.22,93.73,132.59
10.75,79.35,42.43
25.15,75.85,1.99
25.18,75.9,2.04
17.55,80.63,10.5
9.53,76.6,52.93
11.25,75.78,33.16
23.4,88.52,54.87
10.4,78.67,47.29
33.58,75.5,41.26
34.42,74.3,69.18
15.83,78.07,18.59
26.85,79.5,6.63
25.22,82.72,19.28
13.24,76.86,36.85
19.28,74.37,9.5
17.87,78.76,12.73
17.22,78.03,15.89
13.55,76.01,34.34
22.5,73.75,0.85
21.53,73.43,0.77
32.68,74.76,19.91
31.91,75.45,17.34
29.92,77.07,12.14
13.02,80.12,23.62
27.57,79.35,7.78
27.51,79.51,7.75
30.02,79.07,34.73
13.35,77.98,36.29
34.3,73.95,84.21
34.12,74.81,65.83
28.62,72.97,9.06
22.17,85.62,30.96
27.78,79.32,9.66
21.85,72.13,-0.48
17.5,74.75,15.61
26.7,89.45,73.15
28.19,75.7,7.04
20.03,77.83,11.32
25.25,94.47,124.84
26.89,79.65,6.68
17.92,82.97,14.96
22.44,88.1,54.2
11.7,75.53,29.24
30.04,73.95,10.97
9.82,77.15,66.98
21.95,85.32,29.82
21.23,78.9,8.08
22.05,78.3,4.28
26.8,75.64,3.94
19.25,73.15,0.06
19.5,83.32,16.19
33.23,74.39,32.57
32.96,74.41,24.29
24.6,84.82,27.96
29.79,78.71,16.48
19.9,86.12,32.01
29.87,78.72,28.36
20.27,85.18,25.33
21.42,79.27,6.71
17.07,78.49,15.43
25.4,79.5,4.78
12.85,74.9,21.29
28.93,74.89,8.97
23.1,71.4,1.09
23.43,85.32,29.18
12.42,78.38,37.04
11.83,75.67,31.0
23.48,70.47,1.28
22.42,71.87,0.2
25.13,75.58,1.43
24.54,75.71,1.15
25.7,81.35,12.93
17.28,76.22,17.68
21.78,85.97,34.14
21.32,77.61,6.15
10.92,76.43,40.39
10.47,79.73,43.75
20.23,83.28,14.52
18.15,73.0,1.51
27.05,79.39,6.78
26.65,79.99,6.46
27.23,79.25,7.06
23.1,74.87,1.17
28.37,76.9,8.08
