Latitude,Longitude,PTrain_RFL
24.45,85.17,278.83
18.72,72.9,258.99
12.5,76.3,89.34
26.5,75.67,140.59
21.1,85.33,306.81
21.7,79.68,329.3
22.12,76.9,243.7
30.69,76.09,72.39
26.72,94.23,351.73
25.27,87.22,269.49
13.63,74.7,265.24
20.5,85.83,327.53
19.97,72.72,253.35
32.53,75.97,460.07
24.05,84.07,283.88
23.83,79.45,334.65
26.17,85.9,239.19
27.05,88.27,820.36
25.67,78.47,236.67
24.2,72.2,149.81
30.32,78.03,282.78
24.92,84.18,269.1
16.38,73.35,274.55
23.78,86.43,294.07
22.6,75.3,186.55
12.13,78.03,95.98
32.27,76.38,377.92
26.67,77.83,179.67
26.02,89.98,282.68
26.15,89.92,279.18
22.18,88.2,349.96
27.48,95.02,356.73
21.83,87.78,348.16
20.72,70.92,236.15
22.83,74.27,179.11
17.72,83.3,308.68
24.27,87.25,292.98
23.83,73.67,161.01
21.18,81.28,293.84
23.48,87.32,306.44
22.37,69.08,196.55
26.12,92.87,326.9
29.9,78.55,409.8
32.86,74.9,141.11
17.91,78.01,202.78
24.48,71.73,142.78
30.27,80.52,338.66
32.58,74.93,96.01
26.91,79.6,238.93
26.1,90.78,291.31
24.93,92.77,351.52
24.03,84.07,284.23
20.42,72.85,246.74
26.31,79.3,242.05
30.22,74.17,-1.42
34.17,74.9,355.73
32.65,74.9,105.75
24.73,79.21,298.85
26.63,92.8,310.47
34.33,74.38,339.59
24.02,85.55,300.61
28.45,72.5,0.57
25.33,88.32,282.52
30.75,76.15,76.64
27.9,96.3,425.34
28.02,96.23,558.68
25.75,75.38,154.98
18.25,77.1,210.22
25.74,79.16,254.4
23.13,78.68,303.4
27.98,79.42,208.56
26.17,85.0,236.93
29.73,78.47,197.57
23.43,73.75,175.76
20.03,75.03,185.51
33.13,75.98,415.35
29.86,78.64,460.11
26.92,71.37,62.47
30.66,76.83,114.04
24.6,92.83,360.78
33.27,74.55,260.6
17.65,77.47,187.84
30.58,76.82,110.7
25.98,87.13,252.64
24.42,85.98,287.32
28.93,76.17,75.43
33.53,74.22,349.57
29.93,78.74,345.53
24.37,92.17,354.86
26.7,77.9,181.2
29.91,78.7,380.43
25.6,75.61,157.95
21.48,85.82,310.27
33.58,74.09,313.17
26.47,92.47,309.61
19.3,75.67,197.29
22.98,71.47,179.47
22.57,70.42,192.02
23.57,76.78,220.48
32.74,74.81,95.82
24.15,78.23,269.43
28.39,75.63,89.74
28.35,75.64,91.12
16.22,73.83,250.14
27.13,94.77,353.03
26.17,93.57,439.37
17.94,78.68,193.93
20.17,84.85,307.63
27.1,79.95,247.12
26.35,89.9,276.12
27.27,93.07,456.41
32.56,74.92,95.23
24.53,84.92,275.58
12.17,76.6,85.71
15.68,74.97,138.96
34.27,74.47,342.7
34.45,74.41,348.85
34.39,73.79,287.85
21.07,83.2,285.92
18.02,78.9,199.74
34.37,73.98,311.88
23.75,86.17,292.33
16.05,73.92,241.7
23.42,91.67,372.58
29.08,74.68,30.3
28.87,75.45,57.44
25.32,86.02,259.98
25.55,84.15,254.43
23.98,86.02,289.08
22.97,74.12,178.71
24.76,79.05,291.26
23.13,84.85,296.99
20.0,76.3,214.09
27.5,95.75,387.48
16.73,76.92,191.54
21.7,74.03,182.02
26.28,79.29,241.78
25.93,90.77,297.57
27.79,79.31,204.66
29.28,78.12,143.73
25.97,85.12,241.58
28.19,74.69,79.51
26.13,89.47,274.02
10.03,76.3,214.54
11.22,76.15,206.95
13.07,80.26,259.05
17.58,78.54,178.58
13.25,80.33,262.61
13.13,80.25,258.33
8.18,77.63,179.59
26.75,82.08,243.44
25.93,80.83,282.3
30.92,74.67,16.89
26.3,87.27,247.91
22.37,88.78,351.12
16.28,78.68,159.15
30.72,76.77,118.14
26.35,79.23,238.18
25.77,75.63,157.48
24.18,92.02,357.15
11.18,75.85,231.14
17.84,78.12,198.65
15.42,75.63,124.95
27.33,88.62,706.77
16.53,80.8,278.65
24.75,84.95,272.31
25.4,83.55,259.33
22.77,83.97,293.87
27.13,81.97,238.04
21.47,80.2,313.71
19.27,84.88,334.94
26.75,83.37,230.07
17.35,76.85,197.83
34.05,74.4,378.38
24.65,77.32,232.98
28.42,77.0,117.5
26.1,91.58,304.39
26.23,78.25,211.22
15.42,75.62,124.17
27.23,79.28,218.38
33.89,74.29,398.32
24.05,76.45,205.13
25.58,76.3,169.93
15.73,75.98,123.55
16.27,76.83,168.03
23.52,74.0,175.09
20.1,84.57,308.84
9.92,77.53,86.48
34.16,74.57,348.13
30.65,78.85,615.54
27.85,78.47,173.11
14.55,78.73,202.13
29.9,78.68,477.62
26.01,79.38,255.2
32.79,74.77,96.56
29.97,78.53,396.44
26.7,94.12,347.49
17.61,78.47,180.53
27.72,79.65,223.99
22.77,87.8,328.51
