Latitude,Longitude,PTrain_LC1
20.03,75.03,3.67
33.13,75.98,3.44
29.86,78.64,3.63
26.92,71.37,2.99
30.66,76.83,2.66
24.6,92.83,3.81
33.27,74.55,2.58
17.65,77.47,3.51
30.58,76.82,2.66
25.98,87.13,3.55
24.42,85.98,3.93
28.93,76.17,2.74
33.53,74.22,2.84
29.93,78.74,3.29
24.37,92.17,3.77
26.7,77.9,3.08
29.91,78.7,3.39
25.6,75.61,3.26
21.48,85.82,4.21
33.58,74.09,2.74
26.47,92.47,3.82
19.3,75.67,3.44
22.98,71.47,3.24
22.57,70.42,3.28
23.57,76.78,3.65
32.74,74.81,2.31
24.15,78.23,3.54
28.39,75.63,2.86
28.35,75.64,2.87
16.22,73.83,2.77
27.13,94.77,4.0
26.17,93.57,4.64
17.94,78.68,3.54
20.17,84.85,3.57
27.1,79.95,3.18
26.35,89.9,3.72
27.27,93.07,4.64
32.56,74.92,2.34
24.53,84.92,3.59
12.17,76.6,3.05
15.68,74.97,3.48
34.27,74.47,2.78
34.45,74.41,2.84
34.39,73.79,2.58
21.07,83.2,3.53
18.02,78.9,3.51
34.37,73.98,3.84
23.75,86.17,3.79
16.05,73.92,2.83
23.42,91.67,3.77
29.08,74.68,2.6
28.87,75.45,2.7
25.32,86.02,3.51
25.55,84.15,3.42
23.98,86.02,3.85
22.97,74.12,3.58
24.76,79.05,3.45
23.13,84.85,4.24
20.0,76.3,3.57
27.5,95.75,4.11
16.73,76.92,3.08
21.7,74.03,4.52
26.28,79.29,3.18
25.93,90.77,3.76
27.79,79.31,3.07
29.28,78.12,2.86
25.97,85.12,3.44
28.19,74.69,2.87
26.13,89.47,3.66
10.03,76.3,2.06
11.22,76.15,2.17
13.07,80.26,2.5
17.58,78.54,3.58
13.25,80.33,2.52
13.13,80.25,2.5
8.18,77.63,1.96
26.75,82.08,3.3
25.93,80.83,3.31
30.92,74.67,2.38
26.3,87.27,3.57
22.37,88.78,3.59
16.28,78.68,3.5
30.72,76.77,2.66
26.35,79.23,3.18
25.77,75.63,3.29
24.18,92.02,3.76
11.18,75.85,2.18
17.84,78.12,3.42
15.42,75.63,3.38
27.33,88.62,5.08
16.53,80.8,2.85
24.75,84.95,3.57
25.4,83.55,3.4
22.77,83.97,4.16
