Latitude,Longitude,PTrain_LC1
21.85,87.92,0.56
10.95,78.08,1.67
24.32,92.0,0.51
16.95,82.23,1.03
27.07,88.47,0.97
18.33,84.13,0.9
11.73,78.97,1.67
32.4,78.25,1.18
20.27,81.48,0.44
22.67,76.73,0.26
11.83,75.33,1.18
26.43,80.37,0.37
8.08,77.5,1.88
31.33,75.33,0.67
10.92,79.83,1.92
10.07,78.8,1.89
29.7,77.03,0.63
14.78,74.13,0.62
33.0,74.9,0.83
21.62,85.58,0.41
21.32,70.32,-0.21
24.98,79.92,0.26
17.25,80.15,0.81
21.83,76.37,0.23
21.82,75.62,0.2
27.9,80.8,0.54
22.08,82.15,0.39
9.95,76.27,1.55
10.23,77.47,3.85
12.95,78.3,1.61
16.7,74.23,0.23
22.53,88.33,0.53
22.65,88.45,0.53
7.22,93.73,3.84
10.75,79.35,1.9
25.15,75.85,0.41
25.18,75.9,0.41
17.55,80.63,0.79
9.53,76.6,1.64
11.25,75.78,1.33
23.4,88.52,0.51
10.4,78.67,1.84
33.58,75.5,0.93
34.42,74.3,1.02
15.83,78.07,0.82
26.85,79.5,0.41
25.22,82.72,0.45
13.24,76.86,1.31
19.28,74.37,0.03
17.87,78.76,0.57
17.22,78.03,0.63
13.55,76.01,1.1
22.5,73.75,0.0
21.53,73.43,-0.08
32.68,74.76,0.76
31.91,75.45,0.73
29.92,77.07,0.64
13.02,80.12,1.6
27.57,79.35,0.47
27.51,79.51,0.46
30.02,79.07,0.61
13.35,77.98,1.5
34.3,73.95,1.17
34.12,74.81,1.01
28.62,72.97,0.52
22.17,85.62,0.4
27.78,79.32,0.51
21.85,72.13,-0.1
17.5,74.75,0.28
26.7,89.45,0.76
28.19,75.7,0.57
20.03,77.83,0.21
25.25,94.47,0.79
26.89,79.65,0.41
17.92,82.97,0.87
22.44,88.1,0.52
11.7,75.53,1.24
30.04,73.95,0.53
9.82,77.15,2.22
21.95,85.32,0.41
21.23,78.9,0.17
22.05,78.3,0.28
26.8,75.64,0.53
19.25,73.15,0.04
19.5,83.32,0.57
33.23,74.39,0.83
32.96,74.41,0.79
24.6,84.82,0.52
29.79,78.71,0.7
19.9,86.12,0.74
29.87,78.72,0.64
20.27,85.18,0.64
21.42,79.27,0.22
17.07,78.49,0.69
25.4,79.5,0.3
12.85,74.9,0.99
28.93,74.89,0.55
23.1,71.4,0.04
23.43,85.32,0.46
12.42,78.38,1.48
11.83,75.67,1.2
23.48,70.47,-0.1
22.42,71.87,-0.06
25.13,75.58,0.42
24.54,75.71,0.36
25.7,81.35,0.38
17.28,76.22,0.47
21.78,85.97,0.4
21.32,77.61,0.22
10.92,76.43,1.48
10.47,79.73,1.98
20.23,83.28,0.53
18.15,73.0,0.05
27.05,79.39,0.43
26.65,79.99,0.38
27.23,79.25,0.44
23.1,74.87,0.16
28.37,76.9,0.56
29.82,78.53,0.68
19.72,76.27,0.26
33.77,74.35,1.06
30.66,76.84,0.69
26.18,92.73,0.65
23.32,91.32,0.51
25.05,75.0,0.4
26.49,79.19,0.38
9.18,76.55,1.67
10.98,78.23,1.7
34.45,74.29,1.01
24.75,78.25,0.34
24.03,79.2,0.26
17.75,77.9,0.51
27.08,79.82,0.42
15.85,77.27,0.72
22.84,88.42,0.52
24.98,78.27,0.34
23.6,74.62,0.2
23.35,77.07,0.3
16.62,73.9,0.14
23.63,85.0,0.47
22.6,81.47,0.43
18.75,73.55,-0.15
26.99,79.64,0.42
24.82,78.76,0.31
33.53,77.5,2.67
24.37,82.95,0.44
25.05,84.05,0.51
25.07,83.95,0.51
16.55,73.62,0.28
29.89,78.66,0.66
24.86,78.86,0.31
29.12,75.52,0.57
25.5,75.85,0.43
23.97,93.22,0.49
23.37,93.12,0.58
29.98,78.62,0.7
24.97,85.1,0.54
22.53,88.32,0.52
26.52,85.97,0.68
26.25,76.33,0.47
28.04,75.65,0.58
25.65,94.03,0.86
33.23,74.63,0.87
20.18,85.62,0.65
28.12,74.76,0.57
25.35,75.53,0.43
18.12,73.0,-0.02
21.18,71.65,-0.15
25.53,86.55,0.6
26.82,70.7,0.5
21.51,77.52,0.37
22.52,79.03,0.23
21.43,78.97,0.16
13.18,80.04,1.56
27.69,79.67,0.48
17.97,78.72,0.55
16.97,78.35,0.68
34.29,74.23,1.04
34.17,74.27,1.07
15.2,76.22,0.77
19.83,83.73,0.56
12.46,80.1,1.7
24.53,75.65,0.36
16.75,77.78,0.65
10.08,78.75,1.89
13.93,78.27,1.21
27.69,79.65,0.48
16.1,78.3,0.8
16.03,79.95,1.01
28.23,95.0,1.06
11.15,75.97,1.36
26.75,94.83,0.85
29.54,77.49,0.62
9.23,76.87,1.72
33.5,74.83,1.83
21.43,74.43,0.13
12.71,76.95,1.35
8.77,78.1,1.93
11.73,75.88,1.41
24.38,84.53,0.5
25.85,85.6,0.61
30.4,77.95,0.74
12.48,76.87,1.4
8.37,77.0,1.79
34.1,74.65,1.0
17.67,82.23,0.77
34.11,74.52,0.99
18.93,77.48,0.29
9.8,76.8,1.8
17.83,73.92,0.03
23.72,85.5,0.47
23.8,81.35,0.34
12.92,74.82,0.97
26.62,89.83,0.74
24.65,79.15,0.28
29.98,78.7,0.71
24.22,84.67,0.5
23.97,87.17,0.49
17.97,78.86,0.56
27.83,79.47,0.49
16.13,76.58,0.66
9.75,76.57,1.62
11.98,75.95,1.39
24.71,79.22,0.3
24.82,85.25,0.53
16.17,76.88,0.65
32.89,74.74,0.79
24.59,79.18,0.28
34.51,76.27,2.73
23.8,80.8,0.29
26.42,87.43,0.69
13.32,77.14,1.37
24.37,87.42,0.51
23.8,86.28,0.48
12.42,92.93,2.85
26.75,80.88,0.43
30.93,75.87,0.67
30.9,75.8,0.66
25.75,93.18,0.59
34.03,74.68,1.0
25.55,76.22,0.43
34.42,74.23,1.01
30.38,77.81,0.72
24.5,87.13,0.52
24.58,78.88,0.3
21.7,84.67,0.45
23.27,92.47,0.38
25.2,93.3,0.61
13.7,75.67,0.93
25.58,93.77,0.82
26.77,84.98,0.67
27.23,94.12,0.8
25.18,86.08,0.57
28.33,73.2,0.52
24.37,87.2,0.51
21.85,87.22,0.54
24.17,88.27,0.53
30.72,76.25,0.67
17.44,78.54,0.61
22.22,70.23,-0.23
24.11,78.98,0.31
25.47,92.8,0.58
25.5,93.12,0.57
27.75,95.92,0.94
27.03,79.39,0.42
21.72,71.38,-0.12
18.03,75.33,0.31
21.08,83.4,0.48
26.35,75.57,0.5
25.3,93.43,0.71
32.8,79.18,2.55
27.32,95.9,0.91
26.03,90.17,0.64
21.55,71.35,-0.13
17.18,78.71,0.66
16.17,76.52,0.65
34.0,74.92,1.0
20.2,83.7,0.49
23.4,69.88,-0.09
22.32,87.05,0.51
22.83,85.12,0.43
17.98,76.33,0.43
26.87,79.11,0.41
12.02,77.25,1.63
25.2,94.47,0.84
25.68,92.8,0.59
20.78,77.67,0.21
24.7,79.02,0.3
22.88,69.82,-0.2
23.83,87.82,0.51
32.52,74.76,0.75
26.28,94.25,0.81
24.55,92.6,0.51
24.87,86.52,0.55
29.97,77.04,0.64
28.07,75.62,0.57
9.92,78.12,1.83
9.83,78.08,1.83
17.93,73.67,0.14
16.75,78.0,0.67
21.08,71.78,-0.14
27.23,79.05,0.45
26.75,92.35,0.73
22.0,80.7,0.32
25.03,88.13,0.57
20.55,74.53,0.04
21.17,81.73,0.38
32.27,77.17,0.85
22.58,80.37,0.25
22.82,69.27,-0.23
12.5,76.83,1.4
12.92,74.88,0.93
12.95,74.83,0.95
16.18,81.13,1.09
27.5,77.68,0.49
12.92,92.92,2.71
18.05,78.27,0.5
12.42,75.73,1.48
29.02,77.63,0.59
11.8,77.82,1.48
22.42,87.32,0.51
8.3,73.0,1.17
28.83,78.75,0.58
15.42,73.78,0.44
26.67,84.92,0.67
30.58,78.48,0.61
29.47,79.65,0.44
18.9,72.82,0.02
19.12,72.85,0.0
30.45,78.08,0.57
29.47,77.73,0.62
26.12,85.4,0.63
12.3,76.7,1.45
11.8,76.0,1.32
27.54,79.69,0.47
24.65,84.58,0.52
15.47,79.87,1.12
20.87,84.4,0.54
13.11,80.3,1.6
9.93,78.12,1.83
16.45,77.43,0.64
22.87,87.98,0.51
24.77,77.7,0.38
24.78,78.44,0.34
28.45,76.11,0.56
26.4,89.75,0.7
24.03,78.38,0.3
22.69,88.15,0.52
21.02,73.15,-0.02
25.03,87.32,0.57
19.47,82.58,0.55
26.72,92.9,0.72
10.2,76.72,1.6
26.13,85.63,0.64
28.42,73.37,0.51
24.85,83.78,0.49
24.05,78.89,0.28
21.55,74.7,0.1
17.53,78.59,0.61
26.02,79.34,0.35
15.68,75.63,0.64
27.87,79.44,0.5
12.75,79.67,1.59
13.04,80.23,1.6
16.53,75.58,0.51
19.62,74.57,0.07
27.57,79.74,0.47
30.77,79.48,0.92
17.93,78.8,0.57
25.65,75.59,0.44
17.55,73.98,0.11
19.32,74.33,0.02
23.1,80.23,0.24
26.43,92.03,0.67
17.52,75.47,0.38
18.23,73.28,0.14
20.83,78.25,0.17
22.83,85.03,0.43
