Latitude,Longitude,PTrain_LC1
23.37,93.12,0.87
29.98,78.62,1.28
24.97,85.1,0.7
22.53,88.32,0.57
26.52,85.97,0.84
26.25,76.33,0.69
28.04,75.65,0.86
25.65,94.03,1.0
33.23,74.63,1.87
20.18,85.62,0.63
28.12,74.76,0.83
25.35,75.53,0.55
18.12,73.0,0.14
21.18,71.65,0.02
25.53,86.55,0.71
26.82,70.7,0.55
21.51,77.52,0.5
22.52,79.03,0.61
21.43,78.97,0.54
13.18,80.04,1.19
27.69,79.67,0.99
17.97,78.72,0.52
16.97,78.35,0.57
34.29,74.23,2.13
34.17,74.27,2.13
15.2,76.22,0.59
19.83,83.73,0.57
12.46,80.1,1.33
24.53,75.65,0.47
16.75,77.78,0.54
10.08,78.75,1.59
13.93,78.27,0.92
27.69,79.65,0.99
16.1,78.3,0.61
16.03,79.95,0.75
28.23,95.0,1.33
11.15,75.97,1.19
26.75,94.83,1.21
29.54,77.49,1.07
9.23,76.87,1.57
33.5,74.83,2.23
21.43,74.43,0.15
12.71,76.95,1.05
8.77,78.1,1.77
11.73,75.88,1.23
24.38,84.53,0.68
25.85,85.6,0.76
30.4,77.95,1.29
12.48,76.87,1.09
8.37,77.0,1.74
34.1,74.65,2.15
17.67,82.23,0.69
34.11,74.52,2.05
18.93,77.48,0.45
9.8,76.8,1.62
17.83,73.92,0.18
23.72,85.5,0.64
23.8,81.35,0.73
12.92,74.82,0.84
26.62,89.83,0.89
24.65,79.15,0.71
29.98,78.7,1.28
24.22,84.67,0.69
23.97,87.17,0.57
17.97,78.86,0.52
27.83,79.47,0.99
16.13,76.58,0.54
9.75,76.57,1.45
11.98,75.95,1.19
24.71,79.22,0.71
24.82,85.25,0.69
16.17,76.88,0.54
32.89,74.74,1.51
24.59,79.18,0.71
34.51,76.27,3.2
23.8,80.8,0.72
26.42,87.43,0.82
13.32,77.14,1.02
24.37,87.42,0.6
23.8,86.28,0.59
12.42,92.93,2.37
26.75,80.88,0.95
30.93,75.87,1.17
30.9,75.8,1.16
25.75,93.18,0.84
34.03,74.68,2.16
25.55,76.22,0.6
34.42,74.23,2.09
30.38,77.81,1.25
24.5,87.13,0.62
24.58,78.88,0.69
21.7,84.67,0.58
23.27,92.47,0.76
25.2,93.3,0.95
13.7,75.67,0.78
25.58,93.77,1.05
26.77,84.98,0.89
27.23,94.12,1.07
25.18,86.08,0.68
28.33,73.2,0.78
24.37,87.2,0.6
21.85,87.22,0.57
24.17,88.27,0.58
30.72,76.25,1.16
17.44,78.54,0.53
22.22,70.23,-0.01
24.11,78.98,0.69
25.47,92.8,0.86
25.5,93.12,0.81
27.75,95.92,1.29
27.03,79.39,0.91
21.72,71.38,0.02
18.03,75.33,0.3
21.08,83.4,0.53
26.35,75.57,0.67
25.3,93.43,1.01
32.8,79.18,2.49
27.32,95.9,1.29
26.03,90.17,0.75
21.55,71.35,0.01
17.18,78.71,0.56
16.17,76.52,0.53
34.0,74.92,2.17
20.2,83.7,0.59
23.4,69.88,0.05
22.32,87.05,0.54
22.83,85.12,0.58
17.98,76.33,0.42
26.87,79.11,0.87
12.02,77.25,1.25
25.2,94.47,1.04
25.68,92.8,0.83
20.78,77.67,0.45
24.7,79.02,0.71
22.88,69.82,0.01
23.83,87.82,0.55
32.52,74.76,1.41
26.28,94.25,1.15
24.55,92.6,0.68
24.87,86.52,0.66
29.97,77.04,1.1
28.07,75.62,0.86
9.92,78.12,1.52
9.83,78.08,1.54
17.93,73.67,0.22
16.75,78.0,0.56
21.08,71.78,0.03
27.23,79.05,0.9
26.75,92.35,0.92
22.0,80.7,0.63
25.03,88.13,0.65
20.55,74.53,0.15
21.17,81.73,0.56
32.27,77.17,1.84
22.58,80.37,0.64
22.82,69.27,-0.01
12.5,76.83,1.09
12.92,74.88,0.83
12.95,74.83,0.83
16.18,81.13,0.84
27.5,77.68,0.85
12.92,92.92,2.26
18.05,78.27,0.49
12.42,75.73,1.17
29.02,77.63,1.01
11.8,77.82,1.14
22.42,87.32,0.54
8.3,73.0,1.38
28.83,78.75,1.06
15.42,73.78,0.43
26.67,84.92,0.88
30.58,78.48,1.37
29.47,79.65,1.16
18.9,72.82,0.12
19.12,72.85,0.11
30.45,78.08,1.28
29.47,77.73,1.08
26.12,85.4,0.8
12.3,76.7,1.14
11.8,76.0,1.17
27.54,79.69,0.98
24.65,84.58,0.7
15.47,79.87,0.83
20.87,84.4,0.54
13.11,80.3,1.24
9.93,78.12,1.52
16.45,77.43,0.53
22.87,87.98,0.54
24.77,77.7,0.65
24.78,78.44,0.68
28.45,76.11,0.89
26.4,89.75,0.83
24.03,78.38,0.63
22.69,88.15,0.55
21.02,73.15,0.07
25.03,87.32,0.65
19.47,82.58,0.59
26.72,92.9,0.92
10.2,76.72,1.38
26.13,85.63,0.8
28.42,73.37,0.8
24.85,83.78,0.72
24.05,78.89,0.67
21.55,74.7,0.17
17.53,78.59,0.54
26.02,79.34,0.81
15.68,75.63,0.51
27.87,79.44,1.0
12.75,79.67,1.21
13.04,80.23,1.25
16.53,75.58,0.42
19.62,74.57,0.17
27.57,79.74,0.99
30.77,79.48,1.53
17.93,78.8,0.53
25.65,75.59,0.6
17.55,73.98,0.23
19.32,74.33,0.15
23.1,80.23,0.67
26.43,92.03,0.83
17.52,75.47,0.33
18.23,73.28,0.17
20.83,78.25,0.49
22.83,85.03,0.59
30.71,76.84,1.21
22.07,88.05,0.59
17.25,78.59,0.55
