Latitude,Longitude,PTrain_LC1
24.88,78.97,2.17
11.83,76.07,2.69
27.22,93.12,3.48
28.78,96.27,3.35
22.22,78.43,2.41
25.68,94.3,3.97
24.47,86.25,2.94
29.98,77.1,1.76
24.79,79.08,2.19
24.52,84.95,2.69
20.68,86.85,2.91
28.75,73.99,1.61
25.07,75.5,2.09
26.22,87.02,2.74
28.67,96.15,3.34
11.4,79.7,2.3
17.6,78.75,2.58
21.52,73.65,2.27
16.45,74.33,2.56
25.17,82.53,2.42
15.58,79.88,2.47
26.63,94.92,3.5
19.07,79.07,2.31
22.12,77.5,2.32
24.05,86.15,2.94
23.18,76.97,2.26
27.93,79.28,2.02
17.56,78.22,2.5
10.97,77.28,2.23
17.29,78.03,2.59
27.12,79.41,2.08
10.7,76.75,2.11
17.23,79.13,2.51
23.67,76.23,2.19
24.45,85.17,2.73
18.72,72.9,2.18
12.5,76.3,2.69
26.5,75.67,1.89
21.1,85.33,2.88
21.7,79.68,2.37
22.12,76.9,2.17
30.69,76.09,1.66
26.72,94.23,3.31
25.27,87.22,2.77
13.63,74.7,2.12
20.5,85.83,2.85
19.97,72.72,2.13
32.53,75.97,1.93
24.05,84.07,2.66
23.83,79.45,2.26
26.17,85.9,2.65
27.05,88.27,3.55
25.67,78.47,2.09
24.2,72.2,1.88
30.32,78.03,1.79
24.92,84.18,2.58
16.38,73.35,2.16
23.78,86.43,2.93
22.6,75.3,2.42
12.13,78.03,2.33
32.27,76.38,1.7
26.67,77.83,1.99
26.02,89.98,2.96
26.15,89.92,2.96
22.18,88.2,2.96
27.48,95.02,3.31
21.83,87.78,2.94
20.72,70.92,2.04
22.83,74.27,2.26
17.72,83.3,2.85
24.27,87.25,2.9
23.83,73.67,2.11
21.18,81.28,2.53
23.48,87.32,2.88
22.37,69.08,1.93
26.12,92.87,3.2
29.9,78.55,1.88
32.86,74.9,1.55
17.91,78.01,2.44
24.48,71.73,1.79
30.27,80.52,2.84
32.58,74.93,1.55
26.91,79.6,2.11
