Latitude,Longitude,PTrain_LC1
15.83,78.07,0.98
26.85,79.5,0.44
25.22,82.72,0.45
13.24,76.86,1.04
19.28,74.37,0.26
17.87,78.76,0.44
17.22,78.03,0.48
13.55,76.01,1.02
22.5,73.75,0.45
21.53,73.43,0.53
32.68,74.76,0.62
31.91,75.45,0.61
29.92,77.07,0.58
13.02,80.12,2.09
27.57,79.35,0.48
27.51,79.51,0.48
30.02,79.07,1.19
13.35,77.98,1.0
34.3,73.95,1.44
34.12,74.81,1.4
28.62,72.97,0.47
22.17,85.62,0.7
27.78,79.32,0.49
21.85,72.13,0.78
17.5,74.75,0.47
26.7,89.45,1.44
28.19,75.7,0.49
20.03,77.83,0.32
25.25,94.47,1.98
26.89,79.65,0.46
17.92,82.97,1.55
22.44,88.1,1.85
11.7,75.53,2.05
30.04,73.95,0.52
9.82,77.15,1.44
21.95,85.32,0.55
21.23,78.9,0.27
22.05,78.3,0.22
26.8,75.64,0.38
19.25,73.15,1.1
19.5,83.32,0.72
33.23,74.39,1.0
32.96,74.41,0.7
24.6,84.82,0.7
29.79,78.71,0.93
19.9,86.12,1.81
29.87,78.72,1.15
20.27,85.18,1.41
21.42,79.27,0.22
17.07,78.49,0.51
25.4,79.5,0.37
12.85,74.9,1.96
28.93,74.89,0.49
23.1,71.4,0.62
23.43,85.32,0.54
12.42,78.38,1.31
11.83,75.67,1.86
23.48,70.47,0.45
22.42,71.87,0.64
25.13,75.58,0.25
24.54,75.71,0.22
25.7,81.35,0.4
17.28,76.22,0.6
21.78,85.97,0.88
21.32,77.61,0.22
10.92,76.43,1.91
10.47,79.73,2.15
20.23,83.28,0.75
18.15,73.0,1.19
27.05,79.39,0.45
26.65,79.99,0.46
27.23,79.25,0.46
23.1,74.87,0.21
28.37,76.9,0.5
29.82,78.53,1.05
19.72,76.27,0.3
33.77,74.35,1.46
30.66,76.84,0.63
26.18,92.73,1.9
23.32,91.32,2.17
25.05,75.0,0.25
26.49,79.19,0.4
9.18,76.55,1.97
10.98,78.23,1.75
34.45,74.29,1.4
24.75,78.25,0.27
24.03,79.2,0.29
17.75,77.9,0.46
27.08,79.82,0.48
15.85,77.27,0.8
22.84,88.42,1.77
24.98,78.27,0.28
23.6,74.62,0.27
23.35,77.07,0.16
16.62,73.9,0.67
23.63,85.0,0.52
22.6,81.47,0.19
18.75,73.55,0.29
26.99,79.64,0.46
24.82,78.76,0.3
33.53,77.5,1.4
24.37,82.95,0.38
25.05,84.05,0.61
25.07,83.95,0.59
16.55,73.62,1.35
29.89,78.66,1.12
24.86,78.86,0.3
29.12,75.52,0.51
25.5,75.85,0.3
23.97,93.22,1.57
23.37,93.12,1.69
29.98,78.62,1.01
24.97,85.1,0.78
22.53,88.32,1.83
26.52,85.97,0.97
26.25,76.33,0.34
28.04,75.65,0.5
25.65,94.03,2.23
33.23,74.63,1.38
20.18,85.62,1.49
28.12,74.76,0.48
25.35,75.53,0.29
18.12,73.0,1.03
21.18,71.65,0.77
25.53,86.55,1.09
26.82,70.7,0.45
21.51,77.52,0.22
22.52,79.03,0.27
21.43,78.97,0.27
13.18,80.04,2.03
27.69,79.67,0.5
17.97,78.72,0.43
16.97,78.35,0.56
34.29,74.23,1.47
34.17,74.27,1.47
15.2,76.22,0.91
19.83,83.73,0.83
12.46,80.1,2.16
24.53,75.65,0.22
16.75,77.78,0.63
10.08,78.75,1.93
13.93,78.27,1.02
27.69,79.65,0.5
16.1,78.3,0.92
16.03,79.95,1.65
28.23,95.0,2.12
11.15,75.97,1.98
26.75,94.83,2.0
29.54,77.49,0.57
9.23,76.87,1.89
33.5,74.83,0.94
21.43,74.43,0.58
12.71,76.95,1.14
8.77,78.1,1.99
11.73,75.88,1.2
24.38,84.53,0.61
25.85,85.6,0.91
30.4,77.95,0.88
12.48,76.87,1.17
8.37,77.0,1.92
34.1,74.65,1.39
17.67,82.23,1.14
34.11,74.52,1.41
18.93,77.48,0.4
9.8,76.8,1.4
17.83,73.92,0.41
23.72,85.5,0.64
23.8,81.35,0.26
12.92,74.82,1.98
26.62,89.83,1.53
24.65,79.15,0.31
29.98,78.7,0.92
24.22,84.67,0.55
23.97,87.17,1.22
17.97,78.86,0.44
27.83,79.47,0.5
16.13,76.58,0.71
9.75,76.57,1.93
11.98,75.95,1.18
24.71,79.22,0.31
24.82,85.25,0.79
16.17,76.88,0.72
32.89,74.74,0.64
24.59,79.18,0.31
34.51,76.27,1.81
23.8,80.8,0.27
26.42,87.43,1.19
13.32,77.14,1.02
24.37,87.42,1.21
23.8,86.28,0.96
12.42,92.93,2.82
26.75,80.88,0.47
30.93,75.87,0.6
30.9,75.8,0.6
25.75,93.18,1.95
34.03,74.68,1.43
25.55,76.22,0.3
34.42,74.23,1.41
30.38,77.81,0.75
24.5,87.13,1.13
24.58,78.88,0.29
21.7,84.67,0.56
23.27,92.47,1.5
25.2,93.3,1.72
13.7,75.67,1.08
25.58,93.77,2.07
26.77,84.98,0.81
27.23,94.12,2.07
25.18,86.08,1.01
28.33,73.2,0.46
24.37,87.2,1.19
21.85,87.22,1.71
24.17,88.27,1.51
30.72,76.25,0.6
17.44,78.54,0.52
22.22,70.23,0.53
24.11,78.98,0.3
25.47,92.8,1.78
25.5,93.12,1.95
27.75,95.92,2.1
27.03,79.39,0.45
21.72,71.38,0.54
18.03,75.33,0.48
21.08,83.4,0.66
26.35,75.57,0.35
25.3,93.43,1.87
32.8,79.18,1.34
27.32,95.9,2.06
26.03,90.17,1.7
21.55,71.35,0.6
17.18,78.71,0.56
16.17,76.52,0.72
34.0,74.92,1.4
20.2,83.7,0.41
23.4,69.88,0.55
22.32,87.05,1.51
22.83,85.12,0.61
17.98,76.33,0.42
26.87,79.11,0.43
12.02,77.25,1.19
25.2,94.47,2.12
25.68,92.8,1.89
20.78,77.67,0.26
24.7,79.02,0.31
22.88,69.82,0.61
23.83,87.82,1.48
32.52,74.76,0.62
26.28,94.25,1.95
24.55,92.6,2.09
24.87,86.52,1.02
29.97,77.04,0.59
28.07,75.62,0.49
9.92,78.12,1.77
9.83,78.08,1.78
17.93,73.67,0.27
16.75,78.0,0.61
21.08,71.78,0.85
27.23,79.05,0.45
26.75,92.35,1.93
22.0,80.7,0.16
25.03,88.13,1.37
20.55,74.53,0.29
21.17,81.73,0.27
32.27,77.17,1.35
22.58,80.37,0.21
22.82,69.27,0.63
12.5,76.83,1.16
12.92,74.88,1.8
12.95,74.83,1.93
16.18,81.13,1.89
27.5,77.68,0.43
12.92,92.92,2.81
18.05,78.27,0.43
12.42,75.73,1.14
29.02,77.63,0.54
11.8,77.82,1.45
22.42,87.32,1.58
8.3,73.0,1.8
28.83,78.75,0.55
15.42,73.78,1.6
26.67,84.92,0.8
30.58,78.48,1.19
29.47,79.65,0.98
18.9,72.82,1.16
19.12,72.85,1.12
30.45,78.08,1.15
29.47,77.73,0.57
26.12,85.4,0.87
12.3,76.7,1.17
11.8,76.0,1.24
27.54,79.69,0.49
24.65,84.58,0.63
15.47,79.87,1.82
20.87,84.4,0.96
13.11,80.3,2.14
9.93,78.12,1.77
16.45,77.43,0.76
22.87,87.98,1.73
24.77,77.7,0.25
24.78,78.44,0.28
28.45,76.11,0.49
26.4,89.75,1.55
24.03,78.38,0.23
22.69,88.15,1.79
21.02,73.15,0.85
25.03,87.32,1.22
19.47,82.58,0.39
26.72,92.9,2.0
10.2,76.72,1.87
26.13,85.63,0.91
28.42,73.37,0.47
24.85,83.78,0.55
24.05,78.89,0.27
21.55,74.7,0.37
17.53,78.59,0.48
26.02,79.34,0.39
15.68,75.63,0.8
27.87,79.44,0.5
12.75,79.67,1.9
13.04,80.23,2.12
16.53,75.58,0.69
19.62,74.57,0.32
27.57,79.74,0.5
30.77,79.48,0.46
17.93,78.8,0.41
25.65,75.59,0.3
17.55,73.98,0.33
19.32,74.33,0.28
23.1,80.23,0.25
26.43,92.03,1.95
17.52,75.47,0.6
18.23,73.28,1.26
20.83,78.25,0.3
22.83,85.03,0.55
30.71,76.84,0.65
22.07,88.05,1.89
17.25,78.59,0.54
9.48,76.75,1.91
