Latitude,Longitude,PTrain_LC1
22.37,69.08,3.63
26.12,92.87,4.48
29.9,78.55,3.28
32.86,74.9,1.72
17.91,78.01,3.1
24.48,71.73,3.24
30.27,80.52,4.49
32.58,74.93,1.68
26.91,79.6,3.19
26.1,90.78,4.22
24.93,92.77,4.19
24.03,84.07,3.82
20.42,72.85,3.35
26.31,79.3,3.25
30.22,74.17,1.96
34.17,74.9,2.51
32.65,74.9,1.68
24.73,79.21,3.51
26.63,92.8,4.54
34.33,74.38,2.37
24.02,85.55,4.19
28.45,72.5,2.29
25.33,88.32,3.97
30.75,76.15,2.12
27.9,96.3,5.26
28.02,96.23,5.54
25.75,75.38,3.26
18.25,77.1,3.22
25.74,79.16,3.31
23.13,78.68,3.51
27.98,79.42,3.0
26.17,85.0,3.83
29.73,78.47,2.69
23.43,73.75,3.39
20.03,75.03,3.55
33.13,75.98,3.31
29.86,78.64,3.46
26.92,71.37,2.86
30.66,76.83,2.25
24.6,92.83,4.13
33.27,74.55,2.03
17.65,77.47,3.17
30.58,76.82,2.26
25.98,87.13,3.96
24.42,85.98,4.02
28.93,76.17,2.52
33.53,74.22,2.42
29.93,78.74,3.06
24.37,92.17,3.95
26.7,77.9,3.09
29.91,78.7,3.18
25.6,75.61,3.22
21.48,85.82,3.96
33.58,74.09,2.26
26.47,92.47,4.48
19.3,75.67,3.27
22.98,71.47,3.42
22.57,70.42,3.56
23.57,76.78,3.56
32.74,74.81,1.64
24.15,78.23,3.53
28.39,75.63,2.67
28.35,75.64,2.68
16.22,73.83,2.89
27.13,94.77,4.95
26.17,93.57,5.09
17.94,78.68,3.24
20.17,84.85,3.35
27.1,79.95,3.19
26.35,89.9,4.22
27.27,93.07,5.17
32.56,74.92,1.68
24.53,84.92,3.82
12.17,76.6,2.87
15.68,74.97,3.41
34.27,74.47,2.39
34.45,74.41,2.49
34.39,73.79,2.06
21.07,83.2,3.45
18.02,78.9,3.22
34.37,73.98,3.84
23.75,86.17,3.83
16.05,73.92,2.94
23.42,91.67,3.69
29.08,74.68,2.32
28.87,75.45,2.47
25.32,86.02,3.84
25.55,84.15,3.77
23.98,86.02,3.9
22.97,74.12,3.58
24.76,79.05,3.5
23.13,84.85,4.16
20.0,76.3,3.37
27.5,95.75,5.14
16.73,76.92,2.74
21.7,74.03,4.57
26.28,79.29,3.24
25.93,90.77,4.21
27.79,79.31,3.02
29.28,78.12,2.64
25.97,85.12,3.83
28.19,74.69,2.67
26.13,89.47,4.13
10.03,76.3,2.15
11.22,76.15,2.19
13.07,80.26,2.43
17.58,78.54,3.27
13.25,80.33,2.45
13.13,80.25,2.43
8.18,77.63,2.04
26.75,82.08,3.51
25.93,80.83,3.45
30.92,74.67,1.87
26.3,87.27,4.01
22.37,88.78,3.42
16.28,78.68,3.22
30.72,76.77,2.25
26.35,79.23,3.23
25.77,75.63,3.24
24.18,92.02,3.89
11.18,75.85,2.27
17.84,78.12,3.11
15.42,75.63,3.2
27.33,88.62,5.25
