Latitude,Longitude,PTrain_LC1
8.08,77.5,2.15
31.33,75.33,0.83
10.92,79.83,1.98
10.07,78.8,1.93
29.7,77.03,0.8
14.78,74.13,2.36
33.0,74.9,1.1
21.62,85.58,1.08
21.32,70.32,2.22
24.98,79.92,0.41
17.25,80.15,1.31
21.83,76.37,0.68
21.82,75.62,0.89
27.9,80.8,0.69
22.08,82.15,0.45
9.95,76.27,2.22
10.23,77.47,3.06
12.95,78.3,1.51
16.7,74.23,1.45
22.53,88.33,2.32
22.65,88.45,2.3
7.22,93.73,3.63
10.75,79.35,1.93
25.15,75.85,0.61
25.18,75.9,0.6
17.55,80.63,1.29
9.53,76.6,2.13
11.25,75.78,2.25
23.4,88.52,2.14
10.4,78.67,1.87
33.58,75.5,0.99
34.42,74.3,1.46
15.83,78.07,1.23
26.85,79.5,0.6
25.22,82.72,0.78
13.24,76.86,1.51
19.28,74.37,0.97
17.87,78.76,0.77
17.22,78.03,0.86
13.55,76.01,1.6
22.5,73.75,1.31
21.53,73.43,1.49
32.68,74.76,0.82
31.91,75.45,0.84
29.92,77.07,0.81
13.02,80.12,1.89
27.57,79.35,0.65
27.51,79.51,0.64
30.02,79.07,1.37
13.35,77.98,1.44
34.3,73.95,1.84
34.12,74.81,1.34
28.62,72.97,0.79
22.17,85.62,1.05
27.78,79.32,0.69
21.85,72.13,2.08
17.5,74.75,1.18
26.7,89.45,1.98
28.19,75.7,0.68
20.03,77.83,0.52
25.25,94.47,3.06
26.89,79.65,0.59
17.92,82.97,1.62
22.44,88.1,2.33
11.7,75.53,2.27
30.04,73.95,0.79
9.82,77.15,2.14
21.95,85.32,0.9
21.23,78.9,0.37
22.05,78.3,0.37
26.8,75.64,0.57
19.25,73.15,2.16
19.5,83.32,0.99
33.23,74.39,1.0
32.96,74.41,0.88
24.6,84.82,1.08
29.79,78.71,0.93
19.9,86.12,2.06
29.87,78.72,1.28
20.27,85.18,1.66
21.42,79.27,0.32
17.07,78.49,0.9
25.4,79.5,0.48
12.85,74.9,2.3
28.93,74.89,0.76
23.1,71.4,1.87
23.43,85.32,0.82
12.42,78.38,1.51
11.83,75.67,2.13
23.48,70.47,1.74
22.42,71.87,1.88
25.13,75.58,0.49
24.54,75.71,0.5
25.7,81.35,0.62
17.28,76.22,1.05
21.78,85.97,1.24
21.32,77.61,0.48
10.92,76.43,2.09
10.47,79.73,1.98
20.23,83.28,1.01
18.15,73.0,2.21
