Latitude,Longitude,PTrain_AC1
16.73,76.92,1.15
21.7,74.03,1.0
26.28,79.29,1.31
25.93,90.77,2.12
27.79,79.31,1.56
29.28,78.12,1.9
25.97,85.12,1.73
28.19,74.69,1.77
26.13,89.47,2.06
10.03,76.3,3.19
11.22,76.15,2.82
13.07,80.26,2.62
17.58,78.54,1.19
13.25,80.33,2.59
13.13,80.25,2.6
8.18,77.63,3.66
26.75,82.08,1.49
25.93,80.83,1.26
30.92,74.67,2.3
26.3,87.27,1.92
22.37,88.78,1.97
16.28,78.68,1.46
30.72,76.77,2.29
26.35,79.23,1.33
25.77,75.63,1.38
24.18,92.02,2.11
11.18,75.85,2.9
17.84,78.12,1.11
15.42,75.63,1.49
27.33,88.62,2.38
16.53,80.8,1.92
24.75,84.95,1.61
25.4,83.55,1.52
22.77,83.97,1.37
27.13,81.97,1.52
21.47,80.2,0.97
19.27,84.88,1.9
26.75,83.37,1.61
17.35,76.85,1.05
34.05,74.4,4.44
24.65,77.32,1.23
28.42,77.0,1.77
26.1,91.58,2.17
26.23,78.25,1.38
15.42,75.62,1.49
27.23,79.28,1.46
33.89,74.29,4.27
24.05,76.45,1.17
25.58,76.3,1.35
15.73,75.98,1.39
16.27,76.83,1.23
23.52,74.0,1.18
20.1,84.57,1.68
9.92,77.53,2.86
34.16,74.57,4.19
30.65,78.85,3.34
27.85,78.47,1.61
14.55,78.73,1.94
29.9,78.68,2.64
26.01,79.38,1.27
32.79,74.77,2.9
29.97,78.53,2.48
26.7,94.12,2.27
17.61,78.47,1.18
27.72,79.65,1.53
22.77,87.8,1.9
23.28,84.55,1.45
20.88,73.72,1.13
28.3,75.71,1.78
22.9,88.16,1.91
20.13,78.32,0.85
29.85,77.05,2.05
25.22,87.17,1.85
23.95,87.1,1.77
22.7,70.65,1.17
27.22,73.47,1.59
30.72,75.98,2.27
32.98,74.41,3.01
28.36,74.9,1.8
27.7,79.57,1.53
20.67,79.13,0.9
22.25,88.5,1.97
33.26,74.14,3.53
27.32,84.32,1.79
23.27,87.97,1.87
31.52,76.02,2.53
27.98,72.25,1.71
24.9,72.83,1.22
20.72,70.99,1.26
34.08,74.57,4.26
14.97,78.25,1.74
34.1,74.58,4.24
21.92,85.37,1.5
22.02,69.92,1.09
22.26,88.97,1.99
22.86,88.04,1.9
16.75,77.3,1.18
25.73,75.54,1.38
19.92,77.05,0.9
25.93,85.33,1.75
18.17,73.3,1.49
21.33,69.9,1.2
16.72,75.43,1.25
17.21,78.9,1.37
14.83,76.63,1.52
25.96,75.59,1.41
12.84,80.06,2.61
25.6,85.2,1.71
18.98,84.02,1.66
20.37,83.37,1.45
17.63,80.93,1.62
22.55,72.22,1.24
20.28,84.7,1.62
14.98,74.92,1.73
15.17,77.38,1.46
16.28,76.62,1.25
24.67,84.77,1.59
30.64,76.81,2.26
30.1,79.97,3.31
28.07,94.57,2.52
24.67,75.6,1.24
18.02,79.57,1.29
27.38,80.17,1.45
17.82,73.1,1.57
13.0,76.15,1.89
28.08,96.5,2.64
23.98,85.37,1.56
29.17,75.73,1.92
14.28,74.45,2.18
22.77,77.77,1.01
10.58,92.55,3.51
17.45,78.47,1.21
9.5,76.63,3.24
15.8,76.98,1.34
15.02,75.95,1.58
30.03,77.89,2.34
28.18,75.39,1.77
34.28,74.2,4.45
13.0,75.7,1.95
33.39,74.23,3.79
27.65,79.95,1.51
15.43,75.8,1.47
26.86,79.06,1.41
31.03,78.73,3.6
22.57,75.82,1.04
34.53,75.13,4.84
24.6,87.08,1.78
17.55,75.9,1.14
22.62,86.13,1.66
23.67,84.95,1.51
26.39,79.48,1.31
26.53,75.87,1.49
13.95,76.62,1.71
29.93,78.52,2.48
26.0,92.87,2.21
14.03,75.68,1.84
13.54,77.3,1.67
27.57,93.85,2.59
12.82,77.03,1.92
13.23,77.12,1.76
16.47,76.53,1.23
34.3,74.25,4.35
28.78,95.88,2.7
24.53,84.02,1.5
30.17,76.54,2.13
27.68,76.45,1.68
25.05,84.63,1.6
27.6,78.05,1.59
26.27,91.37,2.18
23.83,73.03,1.15
24.77,93.9,2.11
22.72,75.8,1.06
17.69,78.87,1.23
