Latitude,Longitude,PTrain_AC1
10.7,76.75,5.1
17.23,79.13,3.43
23.67,76.23,1.46
24.45,85.17,2.5
18.72,72.9,3.0
12.5,76.3,4.94
26.5,75.67,0.99
21.1,85.33,3.04
21.7,79.68,1.98
22.12,76.9,1.79
30.69,76.09,0.68
26.72,94.23,3.85
25.27,87.22,2.75
13.63,74.7,4.58
20.5,85.83,3.28
19.97,72.72,2.6
32.53,75.97,0.7
24.05,84.07,2.38
23.83,79.45,1.53
26.17,85.9,2.55
27.05,88.27,2.78
25.67,78.47,1.31
24.2,72.2,1.03
30.32,78.03,0.69
24.92,84.18,2.32
16.38,73.35,3.78
23.78,86.43,2.7
22.6,75.3,1.66
12.13,78.03,4.74
32.27,76.38,0.49
26.67,77.83,1.18
26.02,89.98,3.14
26.15,89.92,3.14
22.18,88.2,3.23
27.48,95.02,3.98
21.83,87.78,3.25
20.72,70.92,2.24
22.83,74.27,1.57
17.72,83.3,3.86
24.27,87.25,2.76
23.83,73.67,1.24
21.18,81.28,2.42
23.48,87.32,2.86
22.37,69.08,1.58
26.12,92.87,3.59
29.9,78.55,0.73
32.86,74.9,0.46
17.91,78.01,3.02
24.48,71.73,0.93
30.27,80.52,2.15
32.58,74.93,0.5
26.91,79.6,1.2
26.1,90.78,3.26
24.93,92.77,3.5
24.03,84.07,2.38
20.42,72.85,2.46
26.31,79.3,1.26
30.22,74.17,0.58
34.17,74.9,0.6
32.65,74.9,0.49
24.73,79.21,1.42
26.63,92.8,3.62
34.33,74.38,0.57
24.02,85.55,2.56
28.45,72.5,0.53
25.33,88.32,2.9
30.75,76.15,0.68
27.9,96.3,4.0
28.02,96.23,3.83
25.75,75.38,1.03
18.25,77.1,2.8
25.74,79.16,1.32
23.13,78.68,1.64
27.98,79.42,1.09
26.17,85.0,2.4
29.73,78.47,0.84
23.43,73.75,1.4
20.03,75.03,2.36
33.13,75.98,0.85
29.86,78.64,0.76
26.92,71.37,0.45
30.66,76.83,0.71
24.6,92.83,3.49
33.27,74.55,0.39
17.65,77.47,3.07
30.58,76.82,0.72
25.98,87.13,2.74
