Latitude,Longitude,PTrain_AC1
14.53,76.35,5.28
22.23,85.65,4.75
25.48,84.42,4.37
25.05,84.08,4.34
26.2,73.94,2.62
28.88,74.07,1.46
26.72,89.88,5.15
21.73,75.15,4.05
22.47,70.07,4.6
26.1,92.73,5.86
26.38,79.19,2.91
24.92,86.22,4.72
17.61,78.88,4.71
25.55,82.32,3.85
23.63,75.13,3.58
28.05,94.18,6.09
30.64,76.05,1.44
30.8,75.82,1.39
29.28,77.42,1.9
33.98,74.27,2.33
28.06,75.28,1.88
25.1,78.8,3.12
33.78,74.07,0.93
26.21,73.07,2.59
33.34,74.21,1.02
32.6,74.87,1.55
24.43,85.52,4.49
23.1,74.15,3.94
22.17,86.63,5.11
30.03,77.83,1.91
17.74,78.47,4.66
28.33,75.68,1.84
16.33,74.78,5.45
16.43,74.68,5.43
25.38,74.3,2.96
29.8,78.65,1.97
22.52,85.63,4.67
26.13,87.62,4.92
20.78,85.72,5.16
20.82,75.97,4.03
21.85,87.92,5.53
10.95,78.08,4.81
24.32,92.0,5.59
16.95,82.23,5.73
27.07,88.47,4.85
18.33,84.13,5.69
11.73,78.97,5.2
32.4,78.25,3.04
20.27,81.48,4.46
22.67,76.73,3.64
11.83,75.33,5.94
26.43,80.37,3.14
8.08,77.5,5.31
31.33,75.33,1.32
10.92,79.83,5.58
10.07,78.8,5.3
29.7,77.03,1.73
14.78,74.13,6.0
33.0,74.9,1.32
21.62,85.58,4.85
21.32,70.32,4.8
24.98,79.92,3.3
17.25,80.15,4.93
21.83,76.37,3.82
21.82,75.62,3.93
27.9,80.8,3.0
22.08,82.15,4.29
9.95,76.27,5.67
10.23,77.47,7.05
12.95,78.3,5.48
16.7,74.23,5.6
22.53,88.33,5.4
22.65,88.45,5.37
7.22,93.73,4.68
10.75,79.35,5.25
25.15,75.85,3.06
25.18,75.9,3.05
17.55,80.63,4.95
9.53,76.6,5.41
11.25,75.78,5.85
23.4,88.52,5.21
10.4,78.67,5.19
33.58,75.5,1.81
34.42,74.3,1.35
15.83,78.07,4.8
26.85,79.5,2.87
25.22,82.72,4.01
13.24,76.86,5.33
19.28,74.37,4.91
17.87,78.76,4.65
17.22,78.03,4.73
13.55,76.01,5.72
22.5,73.75,4.29
21.53,73.43,4.64
32.68,74.76,1.57
31.91,75.45,1.47
29.92,77.07,1.72
13.02,80.12,5.67
27.57,79.35,2.69
27.51,79.51,2.74
30.02,79.07,2.46
13.35,77.98,5.34
34.3,73.95,1.9
34.12,74.81,1.63
28.62,72.97,1.49
22.17,85.62,4.75
27.78,79.32,2.64
21.85,72.13,4.78
17.5,74.75,5.2
26.7,89.45,5.07
28.19,75.7,1.88
20.03,77.83,3.99
25.25,94.47,5.94
26.89,79.65,2.89
17.92,82.97,5.47
22.44,88.1,5.43
11.7,75.53,5.9
30.04,73.95,1.09
9.82,77.15,6.19
21.95,85.32,4.71
21.23,78.9,3.89
22.05,78.3,3.86
26.8,75.64,2.42
19.25,73.15,5.32
19.5,83.32,4.94
33.23,74.39,1.09
32.96,74.41,1.26
24.6,84.82,4.5
29.79,78.71,1.97
19.9,86.12,5.62
29.87,78.72,2.22
20.27,85.18,5.25
21.42,79.27,3.97
17.07,78.49,4.88
25.4,79.5,3.17
12.85,74.9,5.98
28.93,74.89,1.57
23.1,71.4,4.1
23.43,85.32,4.5
12.42,78.38,5.11
11.83,75.67,5.86
23.48,70.47,4.13
22.42,71.87,4.46
