Latitude,Longitude,PTrain_AC1
33.53,74.22,1.55
29.93,78.74,0.72
24.37,92.17,4.39
26.7,77.9,1.22
29.91,78.7,0.61
25.6,75.61,1.26
21.48,85.82,2.24
33.58,74.09,1.48
26.47,92.47,4.83
19.3,75.67,1.82
22.98,71.47,1.95
22.57,70.42,2.41
23.57,76.78,1.05
32.74,74.81,2.08
24.15,78.23,1.09
28.39,75.63,1.19
28.35,75.64,1.19
16.22,73.83,3.76
27.13,94.77,5.29
26.17,93.57,4.03
17.94,78.68,2.2
20.17,84.85,2.83
27.1,79.95,1.12
26.35,89.9,4.08
27.27,93.07,4.12
32.56,74.92,1.96
24.53,84.92,2.33
12.17,76.6,4.19
15.68,74.97,3.28
34.27,74.47,2.02
34.45,74.41,2.1
34.39,73.79,2.05
21.07,83.2,1.9
18.02,78.9,2.16
34.37,73.98,2.37
23.75,86.17,2.41
16.05,73.92,3.78
23.42,91.67,4.34
29.08,74.68,1.32
28.87,75.45,1.27
25.32,86.02,2.91
25.55,84.15,2.33
23.98,86.02,2.32
22.97,74.12,1.44
24.76,79.05,1.09
23.13,84.85,1.73
20.0,76.3,1.63
27.5,95.75,5.32
16.73,76.92,2.54
21.7,74.03,1.2
26.28,79.29,1.15
25.93,90.77,4.25
27.79,79.31,1.13
29.28,78.12,1.16
25.97,85.12,2.71
28.19,74.69,1.2
26.13,89.47,3.99
10.03,76.3,4.81
11.22,76.15,4.51
13.07,80.26,4.55
17.58,78.54,2.34
13.25,80.33,4.55
13.13,80.25,4.51
8.18,77.63,4.69
26.75,82.08,1.61
25.93,80.83,1.26
30.92,74.67,1.36
26.3,87.27,3.36
22.37,88.78,4.03
16.28,78.68,2.82
30.72,76.77,1.25
26.35,79.23,1.14
25.77,75.63,1.21
24.18,92.02,4.36
11.18,75.85,4.82
17.84,78.12,2.23
15.42,75.63,3.21
27.33,88.62,3.31
16.53,80.8,3.53
24.75,84.95,2.38
25.4,83.55,2.13
22.77,83.97,1.63
27.13,81.97,1.55
21.47,80.2,1.54
19.27,84.88,3.86
26.75,83.37,2.07
17.35,76.85,2.43
34.05,74.4,1.73
24.65,77.32,1.0
28.42,77.0,1.17
26.1,91.58,4.52
26.23,78.25,1.17
15.42,75.62,3.21
27.23,79.28,1.11
33.89,74.29,1.51
24.05,76.45,1.08
25.58,76.3,1.31
15.73,75.98,3.01
16.27,76.83,2.68
23.52,74.0,1.58
20.1,84.57,2.89
9.92,77.53,4.05
34.16,74.57,1.96
30.65,78.85,0.59
27.85,78.47,1.13
14.55,78.73,3.18
29.9,78.68,0.39
