Latitude,Longitude,PTrain_AC1
22.95,88.55,4.99
32.94,74.39,1.1
24.07,79.08,3.64
24.18,72.03,3.17
20.45,72.88,4.7
26.8,79.25,3.12
21.67,87.35,5.27
25.7,92.02,5.34
25.28,74.67,3.0
30.19,76.63,1.81
27.14,79.75,3.15
20.62,83.35,4.44
20.9,77.6,3.87
24.27,73.38,3.11
25.55,84.87,4.52
26.05,77.37,3.08
27.07,88.2,5.27
11.68,77.13,5.41
31.28,76.25,1.47
26.7,88.48,5.04
20.43,85.98,5.03
22.13,84.8,4.47
22.68,84.55,4.47
24.63,93.77,5.52
26.05,86.98,4.74
34.4,74.32,1.21
19.02,72.85,5.09
27.25,92.4,6.57
14.6,76.68,4.7
17.89,78.46,4.44
34.01,74.64,1.5
26.82,94.83,6.28
27.87,96.37,7.52
32.65,74.82,1.29
24.1,92.6,5.11
34.48,74.24,1.31
17.33,78.41,4.54
23.35,92.83,5.08
27.35,73.1,2.09
30.19,76.51,1.78
22.36,88.12,5.24
34.53,76.2,3.3
34.38,74.99,2.29
24.02,87.15,4.61
34.28,74.44,1.23
33.6,75.02,1.69
28.26,75.37,2.09
22.25,85.8,4.57
26.52,71.81,2.32
26.77,92.6,5.57
25.5,83.85,4.4
13.62,76.42,5.09
22.25,88.67,5.29
9.17,92.83,5.08
22.55,85.82,4.56
24.92,75.58,3.2
22.03,82.7,4.33
20.78,86.73,5.28
19.97,79.3,4.02
26.2,92.52,5.4
25.78,84.73,4.51
13.0,80.18,5.28
13.07,80.25,5.33
25.25,91.73,5.39
22.1,79.0,4.06
13.25,75.75,5.9
14.23,76.43,5.09
24.88,74.63,3.1
24.65,83.1,4.35
28.25,74.92,2.01
11.0,76.97,4.81
11.03,77.05,4.74
21.78,87.75,5.29
26.33,89.47,5.05
11.77,79.77,5.23
14.48,78.83,4.57
20.47,85.93,5.0
20.22,73.05,4.66
22.52,88.78,5.16
25.68,85.35,4.56
26.84,79.53,3.16
11.15,75.82,5.35
17.31,78.87,4.47
26.92,79.21,3.09
30.4,74.9,1.31
29.66,77.45,2.12
22.97,86.05,4.54
22.15,70.58,3.83
29.39,76.99,2.08
24.04,79.1,3.66
30.73,76.79,1.76
28.43,75.51,2.06
27.72,96.23,7.09
26.57,94.7,6.25
24.05,86.9,4.57
25.88,87.13,4.74
28.16,75.46,2.13
25.68,93.23,5.44
21.43,71.22,4.11
25.3,93.72,5.98
28.68,73.12,1.61
24.88,78.97,3.45
11.83,76.07,5.66
27.22,93.12,6.12
28.78,96.27,7.87
22.22,78.43,4.12
25.68,94.3,6.48
24.47,86.25,4.53
29.98,77.1,1.97
24.79,79.08,3.48
24.52,84.95,4.47
20.68,86.85,5.32
28.75,73.99,1.67
25.07,75.5,3.14
26.22,87.02,4.77
28.67,96.15,7.82
11.4,79.7,5.14
17.6,78.75,4.52
21.52,73.65,4.12
16.45,74.33,5.21
25.17,82.53,4.19
15.58,79.88,5.2
26.63,94.92,6.39
19.07,79.07,4.05
22.12,77.5,3.91
24.05,86.15,4.51
23.18,76.97,3.69
27.93,79.28,2.91
17.56,78.22,4.45
10.97,77.28,4.5
17.29,78.03,4.62
27.12,79.41,3.08
10.7,76.75,4.69
17.23,79.13,4.48
23.67,76.23,3.53
24.45,85.17,4.49
18.72,72.9,5.13
12.5,76.3,5.42
26.5,75.67,2.78
21.1,85.33,4.63
21.7,79.68,4.05
22.12,76.9,3.77
30.69,76.09,1.59
26.72,94.23,5.97
25.27,87.22,4.69
13.63,74.7,5.62
20.5,85.83,4.95
19.97,72.72,4.85
32.53,75.97,1.77
24.05,84.07,4.41
23.83,79.45,3.68
26.17,85.9,4.65
27.05,88.27,6.0
25.67,78.47,3.26
24.2,72.2,3.15
30.32,78.03,2.07
24.92,84.18,4.43
16.38,73.35,5.56
23.78,86.43,4.52
22.6,75.3,3.74
12.13,78.03,4.41
32.27,76.38,1.54
26.67,77.83,2.97
26.02,89.98,5.04
26.15,89.92,5.05
22.18,88.2,5.33
27.48,95.02,6.46
21.83,87.78,5.29
20.72,70.92,4.56
22.83,74.27,3.65
17.72,83.3,5.36
24.27,87.25,4.61
23.83,73.67,3.32
21.18,81.28,4.25
23.48,87.32,4.7
22.37,69.08,3.85
26.12,92.87,5.45
29.9,78.55,2.29
32.86,74.9,1.3
17.91,78.01,4.37
24.48,71.73,3.08
30.27,80.52,4.31
32.58,74.93,1.3
26.91,79.6,3.16
26.1,90.78,5.14
24.93,92.77,5.22
24.03,84.07,4.41
20.42,72.85,4.72
26.31,79.3,3.22
30.22,74.17,1.17
34.17,74.9,1.61
32.65,74.9,1.29
24.73,79.21,3.5
26.63,92.8,5.56
34.33,74.38,1.22
24.02,85.55,4.54
28.45,72.5,1.66
25.33,88.32,4.81
30.75,76.15,1.6
27.9,96.3,7.17
28.02,96.23,7.49
25.75,75.38,2.96
18.25,77.1,4.36
25.74,79.16,3.31
23.13,78.68,3.72
27.98,79.42,2.94
26.17,85.0,4.55
29.73,78.47,2.37
23.43,73.75,3.53
20.03,75.03,4.26
33.13,75.98,2.11
29.86,78.64,2.37
26.92,71.37,2.16
30.66,76.83,1.8
24.6,92.83,5.2
33.27,74.55,0.97
17.65,77.47,4.47
30.58,76.82,1.8
25.98,87.13,4.76
24.42,85.98,4.52
28.93,76.17,2.03
33.53,74.22,0.97
29.93,78.74,2.35
24.37,92.17,5.14
26.7,77.9,2.97
29.91,78.7,2.33
25.6,75.61,3.05
21.48,85.82,4.7
33.58,74.09,0.76
26.47,92.47,5.46
19.3,75.67,4.27
22.98,71.47,3.58
22.57,70.42,3.81
23.57,76.78,3.6
32.74,74.81,1.31
24.15,78.23,3.56
28.39,75.63,2.08
28.35,75.64,2.1
16.22,73.83,5.32
27.13,94.77,6.26
26.17,93.57,5.84
17.94,78.68,4.5
20.17,84.85,4.84
27.1,79.95,3.2
26.35,89.9,5.08
27.27,93.07,6.09
32.56,74.92,1.29
24.53,84.92,4.47
12.17,76.6,5.28
15.68,74.97,5.26
34.27,74.47,1.24
34.45,74.41,1.34
34.39,73.79,0.85
21.07,83.2,4.38
18.02,78.9,4.47
34.37,73.98,2.64
23.75,86.17,4.52
16.05,73.92,5.36
23.42,91.67,5.26
29.08,74.68,1.69
28.87,75.45,1.91
25.32,86.02,4.59
25.55,84.15,4.44
23.98,86.02,4.5
22.97,74.12,3.62
24.76,79.05,3.49
23.13,84.85,4.53
20.0,76.3,4.14
27.5,95.75,6.76
16.73,76.92,4.24
21.7,74.03,4.08
26.28,79.29,3.23
25.93,90.77,5.1
27.79,79.31,2.95
29.28,78.12,2.39
25.97,85.12,4.56
28.19,74.69,1.99
26.13,89.47,5.01
10.03,76.3,5.14
11.22,76.15,5.09
13.07,80.26,5.34
17.58,78.54,4.6
13.25,80.33,5.36
13.13,80.25,5.32
8.18,77.63,4.75
26.75,82.08,3.93
25.93,80.83,3.64
30.92,74.67,1.16
26.3,87.27,4.81
22.37,88.78,5.23
16.28,78.68,4.85
30.72,76.77,1.76
26.35,79.23,3.21
25.77,75.63,2.99
24.18,92.02,5.14
11.18,75.85,5.35
17.84,78.12,4.4
15.42,75.63,5.08
27.33,88.62,5.87
16.53,80.8,5.04
24.75,84.95,4.49
25.4,83.55,4.36
22.77,83.97,4.53
27.13,81.97,3.85
21.47,80.2,4.12
19.27,84.88,5.34
26.75,83.37,4.26
17.35,76.85,4.27
34.05,74.4,1.97
24.65,77.32,3.42
28.42,77.0,2.33
26.1,91.58,5.23
26.23,78.25,3.11
15.42,75.62,5.09
27.23,79.28,3.04
33.89,74.29,1.32
24.05,76.45,3.47
25.58,76.3,3.12
15.73,75.98,4.88
16.27,76.83,4.36
23.52,74.0,3.5
20.1,84.57,4.82
9.92,77.53,4.43
34.16,74.57,1.26
30.65,78.85,3.02
27.85,78.47,2.76
14.55,78.73,4.53
29.9,78.68,2.41
26.01,79.38,3.29
32.79,74.77,1.32
29.97,78.53,2.27
26.7,94.12,5.93
17.61,78.47,4.57
27.72,79.65,3.04
22.77,87.8,5.01
23.28,84.55,4.54
20.88,73.72,4.27
28.3,75.71,2.13
22.9,88.16,5.0
20.13,78.32,3.92
29.85,77.05,1.98
25.22,87.17,4.68
23.95,87.1,4.6
22.7,70.65,3.73
27.22,73.47,2.2
30.72,75.98,1.55
32.98,74.41,1.05
28.36,74.9,1.97
27.7,79.57,3.02
20.67,79.13,3.98
22.25,88.5,5.25
33.26,74.14,0.77
27.32,84.32,4.43
23.27,87.97,4.86
31.52,76.02,1.5
27.98,72.25,1.84
24.9,72.83,2.93
20.72,70.99,4.57
34.08,74.57,1.4
14.97,78.25,4.43
34.1,74.58,1.39
21.92,85.37,4.59
22.02,69.92,3.87
22.26,88.97,5.3
22.86,88.04,5.0
16.75,77.3,4.31
25.73,75.54,2.99
19.92,77.05,4.1
25.93,85.33,4.58
18.17,73.3,5.17
21.33,69.9,4.3
16.72,75.43,4.82
17.21,78.9,4.46
14.83,76.63,4.77
25.96,75.59,2.94
12.84,80.06,5.19
25.6,85.2,4.55
18.98,84.02,4.99
20.37,83.37,4.48
17.63,80.93,4.56
22.55,72.22,3.93
20.28,84.7,4.76
14.98,74.92,5.38
15.17,77.38,4.39
16.28,76.62,4.42
24.67,84.77,4.47
30.64,76.81,1.79
30.1,79.97,3.4
28.07,94.57,6.82
24.67,75.6,3.25
18.02,79.57,4.33
27.38,80.17,3.21
17.82,73.1,5.34
13.0,76.15,5.64
28.08,96.5,7.88
23.98,85.37,4.56
29.17,75.73,1.85
14.28,74.45,5.63
22.77,77.77,3.72
10.58,92.55,5.19
17.45,78.47,4.55
9.5,76.63,4.82
15.8,76.98,4.23
15.02,75.95,4.89
30.03,77.89,2.58
28.18,75.39,2.11
34.28,74.2,1.47
