Latitude,Longitude,PTrain_DT2
17.72,83.3,25.58
24.27,87.25,21.98
23.83,73.67,26.29
21.18,81.28,26.71
23.48,87.32,22.53
22.37,69.08,26.53
26.12,92.87,19.36
29.9,78.55,17.21
32.86,74.9,16.79
17.91,78.01,29.97
24.48,71.73,26.13
30.27,80.52,6.51
32.58,74.93,17.11
26.91,79.6,20.22
26.1,90.78,19.58
24.93,92.77,20.86
24.03,84.07,22.99
20.42,72.85,26.9
26.31,79.3,21.07
30.22,74.17,18.84
34.17,74.9,12.61
32.65,74.9,17.05
24.73,79.21,23.05
26.63,92.8,18.7
34.33,74.38,13.34
24.02,85.55,21.93
28.45,72.5,21.09
25.33,88.32,20.81
30.75,76.15,17.93
27.9,96.3,16.63
28.02,96.23,15.63
25.75,75.38,23.72
18.25,77.1,30.06
25.74,79.16,21.86
23.13,78.68,25.35
27.98,79.42,19.17
26.17,85.0,20.15
29.73,78.47,17.98
23.43,73.75,26.28
20.03,75.03,29.69
33.13,75.98,11.57
29.86,78.64,16.94
26.92,71.37,23.63
30.66,76.83,17.8
24.6,92.83,21.18
33.27,74.55,15.82
17.65,77.47,30.11
30.58,76.82,17.86
25.98,87.13,20.14
24.42,85.98,21.89
28.93,76.17,19.33
33.53,74.22,14.44
29.93,78.74,17.45
24.37,92.17,21.33
26.7,77.9,21.29
29.91,78.7,17.33
25.6,75.61,23.88
21.48,85.82,23.55
33.58,74.09,15.04
26.47,92.47,18.94
19.3,75.67,30.27
22.98,71.47,26.94
22.57,70.42,26.22
23.57,76.78,25.87
32.74,74.81,17.04
24.15,78.23,24.37
28.39,75.63,20.07
28.35,75.64,20.11
16.22,73.83,29.73
27.13,94.77,17.76
26.17,93.57,17.44
17.94,78.68,29.38
20.17,84.85,25.07
27.1,79.95,19.84
26.35,89.9,19.29
27.27,93.07,15.97
32.56,74.92,17.13
24.53,84.92,22.31
12.17,76.6,29.67
15.68,74.97,30.47
34.27,74.47,13.37
34.45,74.41,12.67
34.39,73.79,14.41
21.07,83.2,26.12
18.02,78.9,29.3
34.37,73.98,5.6
23.75,86.17,22.74
16.05,73.92,29.77
23.42,91.67,21.61
29.08,74.68,19.65
28.87,75.45,19.62
25.32,86.02,21.19
25.55,84.15,21.09
23.98,86.02,22.47
22.97,74.12,26.72
24.76,79.05,23.12
23.13,84.85,22.91
20.0,76.3,29.58
27.5,95.75,17.18
16.73,76.92,31.22
21.7,74.03,27.02
26.28,79.29,21.11
25.93,90.77,19.77
27.79,79.31,19.4
29.28,78.12,18.45
25.97,85.12,20.41
28.19,74.69,20.63
26.13,89.47,19.66
10.03,76.3,28.94
11.22,76.15,29.39
13.07,80.26,27.42
17.58,78.54,29.38
13.25,80.33,27.36
13.13,80.25,27.47
8.18,77.63,28.78
26.75,82.08,19.77
25.93,80.83,20.92
30.92,74.67,18.23
