Latitude,Longitude,PTrain_DT2
25.3,93.72,26.51
28.68,73.12,36.83
24.88,78.97,38.35
11.83,76.07,31.57
27.22,93.12,26.4
28.78,96.27,18.22
22.22,78.43,37.94
25.68,94.3,24.46
24.47,86.25,35.5
29.98,77.1,34.55
24.79,79.08,38.31
24.52,84.95,36.59
20.68,86.85,30.16
28.75,73.99,36.59
25.07,75.5,38.33
26.22,87.02,34.26
28.67,96.15,20.17
11.4,79.7,31.1
17.6,78.75,38.57
21.52,73.65,34.58
16.45,74.33,34.56
25.17,82.53,37.2
15.58,79.88,32.49
26.63,94.92,27.41
19.07,79.07,40.09
22.12,77.5,39.1
24.05,86.15,35.69
23.18,76.97,38.99
27.93,79.28,36.09
17.56,78.22,38.94
10.97,77.28,35.02
17.29,78.03,38.47
27.12,79.41,36.81
10.7,76.75,33.51
17.23,79.13,38.03
23.67,76.23,38.92
24.45,85.17,36.47
18.72,72.9,30.84
12.5,76.3,33.56
26.5,75.67,37.87
21.1,85.33,35.49
21.7,79.68,39.28
22.12,76.9,39.76
30.69,76.09,34.07
26.72,94.23,28.97
25.27,87.22,34.91
13.63,74.7,30.44
20.5,85.83,33.1
19.97,72.72,30.61
32.53,75.97,25.47
24.05,84.07,37.22
23.83,79.45,38.57
26.17,85.9,34.85
27.05,88.27,22.08
25.67,78.47,38.04
24.2,72.2,37.41
30.32,78.03,32.85
24.92,84.18,36.71
16.38,73.35,30.41
23.78,86.43,35.45
22.6,75.3,38.09
12.13,78.03,36.4
32.27,76.38,29.17
26.67,77.83,37.53
26.02,89.98,32.84
26.15,89.92,32.75
22.18,88.2,29.34
27.48,95.02,27.12
21.83,87.78,29.87
20.72,70.92,30.6
22.83,74.27,36.79
17.72,83.3,30.84
24.27,87.25,34.92
23.83,73.67,37.43
21.18,81.28,39.31
23.48,87.32,34.02
22.37,69.08,30.65
26.12,92.87,30.95
29.9,78.55,31.69
32.86,74.9,31.15
17.91,78.01,39.29
24.48,71.73,37.28
30.27,80.52,16.67
32.58,74.93,31.73
26.91,79.6,36.95
26.1,90.78,32.3
24.93,92.77,31.93
24.03,84.07,37.24
20.42,72.85,30.74
26.31,79.3,37.51
30.22,74.17,35.27
34.17,74.9,25.6
32.65,74.9,31.6
24.73,79.21,38.32
26.63,92.8,30.35
34.33,74.38,25.8
24.02,85.55,35.64
28.45,72.5,37.12
25.33,88.32,34.32
30.75,76.15,33.97
27.9,96.3,25.28
28.02,96.23,23.63
25.75,75.38,38.3
18.25,77.1,39.18
25.74,79.16,37.95
23.13,78.68,39.16
27.98,79.42,36.0
26.17,85.0,35.26
29.73,78.47,34.2
23.43,73.75,36.54
20.03,75.03,38.27
33.13,75.98,23.65
29.86,78.64,30.84
26.92,71.37,38.01
30.66,76.83,33.78
24.6,92.83,31.97
33.27,74.55,29.48
17.65,77.47,39.01
30.58,76.82,33.89
25.98,87.13,34.44
24.42,85.98,35.75
28.93,76.17,35.95
33.53,74.22,27.25
29.93,78.74,32.67
24.37,92.17,31.92
26.7,77.9,37.49
29.91,78.7,32.2
25.6,75.61,38.47
21.48,85.82,33.79
33.58,74.09,27.72
26.47,92.47,30.8
19.3,75.67,39.01
22.98,71.47,34.95
22.57,70.42,31.64
23.57,76.78,38.93
32.74,74.81,31.51
24.15,78.23,38.65
28.39,75.63,36.41
28.35,75.64,36.44
16.22,73.83,32.42
27.13,94.77,27.9
26.17,93.57,28.47
17.94,78.68,38.82
20.17,84.85,33.78
27.1,79.95,36.67
26.35,89.9,32.55
27.27,93.07,26.68
32.56,74.92,31.77
24.53,84.92,36.61
12.17,76.6,33.79
15.68,74.97,35.03
34.27,74.47,25.86
34.45,74.41,25.0
34.39,73.79,26.94
21.07,83.2,38.01
18.02,78.9,38.85
34.37,73.98,16.49
23.75,86.17,35.86
16.05,73.92,32.37
23.42,91.67,30.4
29.08,74.68,36.19
28.87,75.45,36.17
25.32,86.02,35.55
25.55,84.15,36.22
23.98,86.02,35.9
22.97,74.12,36.6
24.76,79.05,38.32
23.13,84.85,36.13
20.0,76.3,39.47
27.5,95.75,26.43
16.73,76.92,39.4
21.7,74.03,35.26
26.28,79.29,37.54
25.93,90.77,32.45
27.79,79.31,36.23
29.28,78.12,35.03
25.97,85.12,35.41
28.19,74.69,36.71
26.13,89.47,33.03
10.03,76.3,30.58
11.22,76.15,31.94
13.07,80.26,30.9
17.58,78.54,38.44
13.25,80.33,30.85
13.13,80.25,31.06
8.18,77.63,30.37
26.75,82.08,36.02
25.93,80.83,37.3
30.92,74.67,34.33
26.3,87.27,34.04
22.37,88.78,30.36
16.28,78.68,36.78
30.72,76.77,33.7
26.35,79.23,37.5
25.77,75.63,38.32
24.18,92.02,31.75
11.18,75.85,30.58
17.84,78.12,39.18
15.42,75.63,36.14
27.33,88.62,23.53
16.53,80.8,33.37
24.75,84.95,36.48
25.4,83.55,36.6
22.77,83.97,36.93
27.13,81.97,35.71
21.47,80.2,39.46
19.27,84.88,30.45
26.75,83.37,35.39
17.35,76.85,39.43
34.05,74.4,20.6
24.65,77.32,38.29
28.42,77.0,36.17
26.1,91.58,31.81
26.23,78.25,37.72
15.42,75.62,36.09
27.23,79.28,36.75
33.89,74.29,23.92
24.05,76.45,38.9
25.58,76.3,38.5
15.73,75.98,37.19
16.27,76.83,39.02
23.52,74.0,37.05
20.1,84.57,34.1
9.92,77.53,34.25
34.16,74.57,25.95
30.65,78.85,23.69
27.85,78.47,36.4
14.55,78.73,36.52
29.9,78.68,30.47
26.01,79.38,37.71
32.79,74.77,31.44
29.97,78.53,31.83
26.7,94.12,29.11
17.61,78.47,38.56
27.72,79.65,36.18
22.77,87.8,31.65
23.28,84.55,36.24
20.88,73.72,34.85
28.3,75.71,36.46
22.9,88.16,31.85
20.13,78.32,40.04
29.85,77.05,34.72
25.22,87.17,34.96
23.95,87.1,34.85
22.7,70.65,32.4
27.22,73.47,37.64
30.72,75.98,34.07
32.98,74.41,31.32
28.36,74.9,36.58
27.7,79.57,36.23
20.67,79.13,39.93
22.25,88.5,30.13
33.26,74.14,29.36
27.32,84.32,34.24
23.27,87.97,32.92
31.52,76.02,32.9
27.98,72.25,37.47
24.9,72.83,38.3
20.72,70.99,30.49
34.08,74.57,25.9
14.97,78.25,37.57
34.1,74.58,26.01
21.92,85.37,35.05
22.02,69.92,32.89
22.26,88.97,29.91
22.86,88.04,31.75
16.75,77.3,39.27
25.73,75.54,38.33
19.92,77.05,39.66
25.93,85.33,35.36
18.17,73.3,31.54
21.33,69.9,30.56
16.72,75.43,37.44
17.21,78.9,38.26
14.83,76.63,37.35
25.96,75.59,38.24
12.84,80.06,31.7
25.6,85.2,35.73
18.98,84.02,33.02
20.37,83.37,37.13
17.63,80.93,36.64
22.55,72.22,32.16
20.28,84.7,34.41
14.98,74.92,33.68
15.17,77.38,38.51
16.28,76.62,38.85
24.67,84.77,36.61
30.64,76.81,33.82
30.1,79.97,24.78
28.07,94.57,24.37
24.67,75.6,38.47
18.02,79.57,38.89
27.38,80.17,36.31
17.82,73.1,30.49
13.0,76.15,33.47
28.08,96.5,21.16
23.98,85.37,35.54
29.17,75.73,35.81
14.28,74.45,30.49
22.77,77.77,39.54
10.58,92.55,29.65
17.45,78.47,38.53
9.5,76.63,31.67
15.8,76.98,39.13
15.02,75.95,36.6
30.03,77.89,34.01
28.18,75.39,36.58
34.28,74.2,23.02
13.0,75.7,32.33
33.39,74.23,27.91
27.65,79.95,36.13
15.43,75.8,36.54
26.86,79.06,37.15
31.03,78.73,21.17
22.57,75.82,38.53
34.53,75.13,18.96
24.6,87.08,35.12
17.55,75.9,38.91
22.62,86.13,34.82
23.67,84.95,36.32
26.39,79.48,37.43
26.53,75.87,37.75
13.95,76.62,36.55
29.93,78.52,31.84
26.0,92.87,31.09
14.03,75.68,34.59
13.54,77.3,36.73
27.57,93.85,21.89
12.82,77.03,35.61
13.23,77.12,35.82
16.47,76.53,38.98
34.3,74.25,24.57
28.78,95.88,21.45
24.53,84.02,37.03
30.17,76.54,34.54
27.68,76.45,36.58
25.05,84.63,36.44
27.6,78.05,36.71
26.27,91.37,31.77
23.83,73.03,36.98
24.77,93.9,29.66
22.72,75.8,38.54
17.69,78.87,38.61
27.16,79.27,36.81
29.84,78.75,28.25
24.68,74.13,38.19
27.68,74.07,37.22
11.57,75.6,30.47
11.77,79.38,32.64
27.24,79.44,36.7
34.65,76.02,15.51
30.1,77.75,34.12
20.13,85.15,32.91
24.28,85.17,36.17
27.33,82.7,35.14
23.2,79.95,38.65
19.08,82.03,37.01
26.82,75.8,37.36
26.9,70.92,37.94
21.05,75.57,39.1
25.35,72.62,38.48
26.53,88.72,32.97
32.67,74.83,31.56
22.82,86.18,35.0
22.82,86.18,35.0
22.88,84.13,35.99
25.08,73.08,38.4
18.2,75.2,38.04
24.53,76.17,38.84
25.45,78.58,38.12
21.92,84.08,37.71
26.3,73.02,38.37
30.55,79.57,26.96
33.19,74.15,30.35
