Latitude,Longitude,PTrain_DT2
16.7,74.23,26.24
22.53,88.33,29.49
22.65,88.45,29.54
7.22,93.73,27.81
10.75,79.35,30.91
25.15,75.85,31.26
25.18,75.9,31.27
17.55,80.63,30.49
9.53,76.6,29.17
11.25,75.78,28.69
23.4,88.52,29.77
10.4,78.67,30.46
33.58,75.5,29.73
34.42,74.3,28.79
15.83,78.07,30.65
26.85,79.5,31.36
25.22,82.72,30.51
13.24,76.86,28.68
19.28,74.37,26.6
17.87,78.76,29.21
17.22,78.03,29.08
13.55,76.01,26.97
22.5,73.75,29.28
21.53,73.43,28.44
32.68,74.76,33.38
31.91,75.45,33.76
29.92,77.07,33.47
13.02,80.12,30.06
27.57,79.35,31.76
27.51,79.51,31.66
30.02,79.07,25.74
13.35,77.98,28.64
34.3,73.95,26.0
34.12,74.81,28.42
28.62,72.97,35.72
22.17,85.62,28.18
27.78,79.32,32.03
21.85,72.13,28.75
17.5,74.75,26.76
26.7,89.45,29.7
28.19,75.7,33.44
20.03,77.83,29.3
25.25,94.47,24.23
26.89,79.65,31.29
17.92,82.97,29.6
22.44,88.1,29.48
11.7,75.53,28.6
30.04,73.95,35.62
9.82,77.15,23.73
21.95,85.32,27.61
21.23,78.9,29.05
22.05,78.3,27.55
26.8,75.64,32.23
19.25,73.15,28.05
19.5,83.32,28.81
33.23,74.39,31.56
32.96,74.41,33.6
24.6,84.82,30.09
29.79,78.71,29.58
19.9,86.12,29.31
29.87,78.72,26.68
20.27,85.18,29.57
21.42,79.27,28.43
17.07,78.49,28.79
25.4,79.5,30.46
12.85,74.9,28.33
28.93,74.89,34.83
23.1,71.4,30.21
23.43,85.32,27.93
12.42,78.38,30.32
11.83,75.67,28.33
23.48,70.47,29.5
22.42,71.87,29.24
25.13,75.58,30.66
24.54,75.71,30.27
25.7,81.35,30.71
17.28,76.22,29.55
21.78,85.97,28.22
21.32,77.61,29.01
10.92,76.43,29.85
10.47,79.73,30.24
20.23,83.28,29.55
18.15,73.0,27.3
27.05,79.39,31.46
26.65,79.99,31.04
27.23,79.25,31.62
23.1,74.87,29.4
28.37,76.9,33.16
29.82,78.53,28.37
19.72,76.27,28.88
33.77,74.35,26.21
30.66,76.84,33.32
26.18,92.73,28.76
23.32,91.32,28.93
25.05,75.0,30.68
26.49,79.19,31.46
9.18,76.55,28.85
10.98,78.23,32.22
34.45,74.29,28.98
