Latitude,Longitude,PTrain_RH2
22.95,88.55,81.74
32.94,74.39,62.13
24.07,79.08,75.83
24.18,72.03,66.45
20.45,72.88,82.03
26.8,79.25,71.14
21.67,87.35,82.02
25.7,92.02,89.13
25.28,74.67,67.57
30.19,76.63,61.36
27.14,79.75,72.35
20.62,83.35,76.17
20.9,77.6,70.94
24.27,73.38,70.29
25.55,84.87,76.62
26.05,77.37,68.47
27.07,88.2,82.45
11.68,77.13,69.41
31.28,76.25,65.23
26.7,88.48,77.89
20.43,85.98,80.16
22.13,84.8,78.96
22.68,84.55,80.05
24.63,93.77,91.48
26.05,86.98,77.54
34.4,74.32,66.41
19.02,72.85,84.72
27.25,92.4,90.08
14.6,76.68,60.42
17.89,78.46,65.73
34.01,74.64,68.62
26.82,94.83,83.55
27.87,96.37,78.34
32.65,74.82,65.8
24.1,92.6,88.33
34.48,74.24,66.75
17.33,78.41,65.78
23.35,92.83,91.98
27.35,73.1,57.64
30.19,76.51,60.89
22.36,88.12,82.13
34.53,76.2,64.82
34.38,74.99,67.69
24.02,87.15,80.73
34.28,74.44,66.88
33.6,75.02,70.2
28.26,75.37,59.07
22.25,85.8,82.36
26.52,71.81,57.97
26.77,92.6,82.37
25.5,83.85,76.01
13.62,76.42,65.16
22.25,88.67,82.79
9.17,92.83,79.43
22.55,85.82,80.64
24.92,75.58,68.96
22.03,82.7,76.8
20.78,86.73,81.75
19.97,79.3,70.04
26.2,92.52,83.66
25.78,84.73,76.08
13.0,80.18,76.27
13.07,80.25,76.99
25.25,91.73,90.84
22.1,79.0,75.97
13.25,75.75,79.57
14.23,76.43,65.12
24.88,74.63,68.46
24.65,83.1,78.06
28.25,74.92,58.21
11.0,76.97,67.82
11.03,77.05,66.09
21.78,87.75,82.41
26.33,89.47,79.51
11.77,79.77,76.45
14.48,78.83,65.28
20.47,85.93,79.93
20.22,73.05,81.14
22.52,88.78,82.48
25.68,85.35,76.68
26.84,79.53,71.95
11.15,75.82,81.17
17.31,78.87,67.05
26.92,79.21,70.84
30.4,74.9,55.51
29.66,77.45,63.82
22.97,86.05,80.91
22.15,70.58,76.8
29.39,76.99,61.55
24.04,79.1,75.96
30.73,76.79,63.93
28.43,75.51,58.68
27.72,96.23,78.91
26.57,94.7,85.2
24.05,86.9,80.99
25.88,87.13,77.9
28.16,75.46,60.01
25.68,93.23,87.37
21.43,71.22,78.44
25.3,93.72,91.02
28.68,73.12,50.96
24.88,78.97,74.14
11.83,76.07,83.14
27.22,93.12,84.78
28.78,96.27,77.34
22.22,78.43,75.71
25.68,94.3,90.0
24.47,86.25,81.22
29.98,77.1,62.86
24.79,79.08,74.63
24.52,84.95,78.68
20.68,86.85,81.96
28.75,73.99,53.71
25.07,75.5,69.55
26.22,87.02,77.11
28.67,96.15,76.66
11.4,79.7,75.34
17.6,78.75,66.7
21.52,73.65,77.4
16.45,74.33,79.5
25.17,82.53,75.85
15.58,79.88,76.51
26.63,94.92,84.92
19.07,79.07,67.69
22.12,77.5,73.4
24.05,86.15,81.18
23.18,76.97,73.21
27.93,79.28,70.12
17.56,78.22,64.95
10.97,77.28,61.37
17.29,78.03,64.66
27.12,79.41,71.31
10.7,76.75,68.68
17.23,79.13,67.94
23.67,76.23,71.9
24.45,85.17,79.14
18.72,72.9,85.48
12.5,76.3,73.54
26.5,75.67,64.68
21.1,85.33,79.3
21.7,79.68,74.41
22.12,76.9,71.94
30.69,76.09,60.53
26.72,94.23,83.34
25.27,87.22,78.85
13.63,74.7,84.39
20.5,85.83,79.75
19.97,72.72,83.26
32.53,75.97,75.84
24.05,84.07,78.65
23.83,79.45,76.21
26.17,85.9,76.11
27.05,88.27,92.46
25.67,78.47,71.64
24.2,72.2,66.77
30.32,78.03,70.73
24.92,84.18,77.42
16.38,73.35,86.96
23.78,86.43,81.11
22.6,75.3,73.68
12.13,78.03,56.51
32.27,76.38,72.25
26.67,77.83,67.69
26.02,89.98,80.8
26.15,89.92,80.5
22.18,88.2,82.61
27.48,95.02,79.97
21.83,87.78,82.32
20.72,70.92,83.02
22.83,74.27,73.32
17.72,83.3,82.03
24.27,87.25,80.84
23.83,73.67,70.01
21.18,81.28,74.37
23.48,87.32,80.58
22.37,69.08,78.64
