Latitude,Longitude,PTrain_WSD
27.03,79.39,2.77
21.72,71.38,6.66
18.03,75.33,4.8
21.08,83.4,3.53
26.35,75.57,3.61
25.3,93.43,1.79
32.8,79.18,5.53
27.32,95.9,0.96
26.03,90.17,1.35
21.55,71.35,6.88
17.18,78.71,4.69
16.17,76.52,4.95
34.0,74.92,1.36
20.2,83.7,3.94
23.4,69.88,7.83
22.32,87.05,4.61
22.83,85.12,3.03
17.98,76.33,4.87
26.87,79.11,2.83
12.02,77.25,6.2
25.2,94.47,2.79
25.68,92.8,1.03
20.78,77.67,4.2
24.7,79.02,3.47
22.88,69.82,8.48
23.83,87.82,3.24
32.52,74.76,2.12
26.28,94.25,1.36
24.55,92.6,1.99
24.87,86.52,2.19
29.97,77.04,2.33
28.07,75.62,3.14
9.92,78.12,8.14
9.83,78.08,8.26
17.93,73.67,4.19
16.75,78.0,4.77
21.08,71.78,7.86
27.23,79.05,2.76
26.75,92.35,0.75
22.0,80.7,4.1
25.03,88.13,2.04
20.55,74.53,5.0
21.17,81.73,3.45
32.27,77.17,1.85
22.58,80.37,3.89
22.82,69.27,8.62
12.5,76.83,6.03
12.92,74.88,7.59
12.95,74.83,7.78
16.18,81.13,7.17
27.5,77.68,2.89
12.92,92.92,9.04
18.05,78.27,4.52
12.42,75.73,5.62
29.02,77.63,2.52
11.8,77.82,6.28
22.42,87.32,4.73
8.3,73.0,9.71
28.83,78.75,2.44
15.42,73.78,7.24
26.67,84.92,1.89
30.58,78.48,2.52
29.47,79.65,3.4
18.9,72.82,7.44
19.12,72.85,7.41
30.45,78.08,2.72
29.47,77.73,2.38
26.12,85.4,1.88
12.3,76.7,6.09
11.8,76.0,6.53
27.54,79.69,2.63
24.65,84.58,2.32
15.47,79.87,6.96
20.87,84.4,4.02
13.11,80.3,8.13
9.93,78.12,8.12
16.45,77.43,4.7
22.87,87.98,4.7
24.77,77.7,3.73
24.78,78.44,3.56
28.45,76.11,2.92
26.4,89.75,1.21
24.03,78.38,3.77
22.69,88.15,4.99
21.02,73.15,7.23
25.03,87.32,2.11
19.47,82.58,4.11
26.72,92.9,0.7
10.2,76.72,8.34
26.13,85.63,1.84
28.42,73.37,3.45
24.85,83.78,2.35
24.05,78.89,3.8
21.55,74.7,5.05
17.53,78.59,4.63
26.02,79.34,2.98
15.68,75.63,5.17
27.87,79.44,2.59
12.75,79.67,7.35
13.04,80.23,8.07
16.53,75.58,4.98
19.62,74.57,4.93
27.57,79.74,2.62
30.77,79.48,3.79
17.93,78.8,4.56
25.65,75.59,3.76
17.55,73.98,4.89
19.32,74.33,5.02
23.1,80.23,3.84
26.43,92.03,0.91
17.52,75.47,4.82
18.23,73.28,7.05
20.83,78.25,4.09
22.83,85.03,3.02
30.71,76.84,2.12
22.07,88.05,5.85
17.25,78.59,4.67
9.48,76.75,8.92
16.55,74.68,5.24
