Latitude,Longitude,PTrain_WSD
25.4,83.55,5.5
22.77,83.97,4.06
27.13,81.97,6.62
21.47,80.2,5.97
19.27,84.88,6.27
26.75,83.37,6.19
17.35,76.85,6.95
34.05,74.4,0.28
24.65,77.32,6.41
28.42,77.0,6.43
26.1,91.58,2.77
26.23,78.25,6.7
15.42,75.62,7.54
27.23,79.28,6.73
33.89,74.29,-1.12
24.05,76.45,6.66
25.58,76.3,6.92
15.73,75.98,7.4
16.27,76.83,6.85
23.52,74.0,8.23
20.1,84.57,4.85
9.92,77.53,9.98
34.16,74.57,-0.62
30.65,78.85,-0.07
27.85,78.47,6.62
14.55,78.73,6.42
29.9,78.68,0.37
26.01,79.38,6.83
32.79,74.77,5.36
29.97,78.53,1.31
26.7,94.12,3.02
17.61,78.47,6.29
27.72,79.65,6.64
22.77,87.8,5.3
23.28,84.55,3.79
20.88,73.72,8.27
28.3,75.71,6.45
22.9,88.16,5.04
20.13,78.32,6.6
29.85,77.05,5.89
25.22,87.17,3.73
23.95,87.1,3.64
22.7,70.65,10.97
27.22,73.47,7.32
30.72,75.98,5.73
32.98,74.41,4.49
28.36,74.9,6.65
27.7,79.57,6.68
20.67,79.13,6.3
22.25,88.5,5.79
33.26,74.14,0.62
27.32,84.32,5.65
23.27,87.97,4.53
31.52,76.02,4.97
27.98,72.25,8.08
24.9,72.83,8.19
20.72,70.99,10.56
34.08,74.57,-0.39
14.97,78.25,6.23
34.1,74.58,-0.34
21.92,85.37,3.74
22.02,69.92,10.66
22.26,88.97,5.74
22.86,88.04,5.14
16.75,77.3,6.61
25.73,75.54,6.91
19.92,77.05,6.93
25.93,85.33,4.77
18.17,73.3,8.72
21.33,69.9,11.15
16.72,75.43,7.36
17.21,78.9,5.63
14.83,76.63,7.37
25.96,75.59,6.93
12.84,80.06,8.5
25.6,85.2,4.65
18.98,84.02,4.96
20.37,83.37,4.24
17.63,80.93,5.19
22.55,72.22,10.51
20.28,84.7,4.54
14.98,74.92,7.83
15.17,77.38,6.74
16.28,76.62,6.91
24.67,84.77,4.32
30.64,76.81,5.4
30.1,79.97,0.04
28.07,94.57,1.77
24.67,75.6,6.84
18.02,79.57,5.28
27.38,80.17,6.62
17.82,73.1,9.01
13.0,76.15,8.68
28.08,96.5,1.51
23.98,85.37,3.43
29.17,75.73,6.49
14.28,74.45,9.07
22.77,77.77,6.58
10.58,92.55,9.99
17.45,78.47,6.18
9.5,76.63,11.92
15.8,76.98,6.57
15.02,75.95,7.31
30.03,77.89,5.48
28.18,75.39,6.48
34.28,74.2,-0.8
13.0,75.7,8.71
33.39,74.23,-0.46
27.65,79.95,6.62
15.43,75.8,7.44
26.86,79.06,6.91
31.03,78.73,1.48
22.57,75.82,6.95
34.53,75.13,2.47
24.6,87.08,3.37
17.55,75.9,6.86
22.62,86.13,4.01
23.67,84.95,3.61
26.39,79.48,6.98
26.53,75.87,6.72
13.95,76.62,7.66
29.93,78.52,1.31
26.0,92.87,2.56
14.03,75.68,7.85
13.54,77.3,8.0
27.57,93.85,1.31
12.82,77.03,8.2
13.23,77.12,8.33
16.47,76.53,6.83
34.3,74.25,-0.93
28.78,95.88,1.41
24.53,84.02,4.62
30.17,76.54,5.91
27.68,76.45,6.08
25.05,84.63,4.68
27.6,78.05,6.67
26.27,91.37,2.97
23.83,73.03,8.63
24.77,93.9,1.22
22.72,75.8,6.93
17.69,78.87,5.86
27.16,79.27,6.73
29.84,78.75,-0.23
24.68,74.13,7.48
27.68,74.07,7.01
11.57,75.6,10.57
11.77,79.38,9.08
27.24,79.44,6.73
34.65,76.02,5.73
30.1,77.75,5.42
20.13,85.15,5.17
24.28,85.17,3.62
27.33,82.7,6.51
23.2,79.95,6.32
19.08,82.03,4.74
26.82,75.8,6.49
26.9,70.92,8.66
21.05,75.57,6.78
25.35,72.62,8.34
26.53,88.72,3.7
32.67,74.83,4.7
22.82,86.18,4.04
22.82,86.18,4.01
22.88,84.13,4.12
25.08,73.08,8.02
18.2,75.2,7.13
24.53,76.17,6.77
25.45,78.58,6.57
21.92,84.08,3.94
26.3,73.02,7.92
30.55,79.57,-0.73
33.19,74.15,2.04
14.53,76.35,7.61
22.23,85.65,3.75
25.48,84.42,5.04
25.05,84.08,4.97
26.2,73.94,7.41
28.88,74.07,7.05
