Latitude,Longitude,PTrain_WSD
28.45,72.5,5.3
25.33,88.32,4.85
30.75,76.15,4.72
27.9,96.3,2.61
28.02,96.23,2.78
25.75,75.38,5.81
18.25,77.1,5.86
25.74,79.16,4.13
23.13,78.68,4.57
27.98,79.42,4.17
26.17,85.0,4.08
29.73,78.47,4.49
23.43,73.75,8.86
20.03,75.03,7.69
33.13,75.98,6.34
29.86,78.64,4.83
26.92,71.37,6.75
30.66,76.83,4.7
24.6,92.83,5.07
33.27,74.55,5.61
17.65,77.47,6.16
30.58,76.82,4.67
25.98,87.13,4.42
24.42,85.98,5.34
28.93,76.17,4.47
33.53,74.22,5.87
29.93,78.74,4.65
24.37,92.17,5.68
26.7,77.9,4.35
29.91,78.7,4.69
25.6,75.61,5.79
21.48,85.82,7.35
33.58,74.09,5.7
26.47,92.47,3.73
19.3,75.67,7.19
22.98,71.47,9.72
22.57,70.42,10.69
23.57,76.78,5.85
32.74,74.81,5.42
24.15,78.23,4.68
28.39,75.63,4.6
28.35,75.64,4.6
16.22,73.83,9.43
27.13,94.77,2.8
26.17,93.57,3.55
17.94,78.68,6.55
20.17,84.85,7.85
27.1,79.95,4.07
26.35,89.9,4.17
27.27,93.07,3.25
32.56,74.92,5.35
24.53,84.92,4.91
12.17,76.6,7.98
15.68,74.97,8.39
34.27,74.47,6.05
34.45,74.41,6.17
34.39,73.79,5.9
21.07,83.2,6.31
18.02,78.9,6.58
34.37,73.98,7.07
23.75,86.17,5.86
16.05,73.92,9.41
23.42,91.67,6.92
29.08,74.68,4.67
28.87,75.45,4.57
25.32,86.02,4.77
25.55,84.15,4.18
23.98,86.02,5.69
22.97,74.12,8.82
24.76,79.05,4.23
23.13,84.85,5.75
20.0,76.3,6.41
27.5,95.75,2.6
16.73,76.92,6.37
21.7,74.03,8.82
26.28,79.29,4.08
25.93,90.77,4.45
27.79,79.31,4.15
29.28,78.12,4.37
25.97,85.12,4.2
28.19,74.69,4.83
26.13,89.47,4.33
10.03,76.3,8.88
11.22,76.15,8.79
13.07,80.26,8.86
17.58,78.54,6.73
13.25,80.33,8.88
13.13,80.25,8.84
8.18,77.63,8.66
